date,temp_max,temp_min,humidity_specific,pressure,precipitation_total,solar_radiation,wind_speed,evapotranspiration,soil_moisture_surface,dew_point_temp,lat,lon
1992-02-07,15.82,5.73,4.96,100.55,0.26,3.6437,2.79,0.0002,0.38,3.68,29.9870753,31.2118063
1992-02-08,13.1,5.46,5.81,100.54,1.81,3.3446,2.25,0.0002,0.4,5.94,29.9870753,31.2118063
1992-02-09,13.69,3.77,4.95,100.25,1.25,2.9609,4.41,0.0007,0.41,3.48,29.9870753,31.2118063
1992-02-10,12.87,0.44,3.85,100.81,0.04,4.7086,2.98,0.0002,0.39,0.2,29.9870753,31.2118063
1992-02-11,15.4,2.89,4.39,101.08,0.48,5.1526,2.04,0.0002,0.39,1.98,29.9870753,31.2118063
1992-02-12,17.09,2.84,4.13,100.88,0.02,5.0815,2.52,0.0002,0.38,1.09,29.9870753,31.2118063
1992-02-13,16.82,5.51,5.38,100.65,0.64,3.9893,1.62,0.0002,0.38,4.79,29.9870753,31.2118063
1992-02-14,19.87,7.15,4.89,100.63,0.06,5.4067,1.07,0.0002,0.38,3.34,29.9870753,31.2118063
1992-02-15,20.92,5.49,4.79,100.56,0.0,5.4926,1.29,0.0002,0.37,3.23,29.9870753,31.2118063
1992-02-16,20.81,8.22,4.33,100.04,0.0,4.8996,2.42,0.0,0.36,1.65,29.9870753,31.2118063
1992-02-17,20.33,7.59,6.0,100.14,0.35,4.9068,1.92,0.0002,0.36,6.32,29.9870753,31.2118063
1992-02-18,19.7,5.76,5.07,100.31,0.0,5.5649,2.57,0.0002,0.36,3.96,29.9870753,31.2118063
1992-02-19,21.07,6.18,5.18,100.17,0.0,5.9076,2.6,0.0002,0.35,4.23,29.9870753,31.2118063
1992-02-20,18.24,6.87,5.89,100.3,0.33,4.4669,2.67,0.0002,0.35,6.06,29.9870753,31.2118063
1992-02-21,22.37,5.02,4.96,99.72,0.04,5.0357,3.48,0.0,0.34,3.64,29.9870753,31.2118063
1992-02-22,21.49,8.27,5.76,99.02,1.12,3.5426,3.95,0.0002,0.34,5.36,29.9870753,31.2118063
1992-02-23,11.91,5.08,4.39,99.57,0.56,2.6513,4.68,0.0,0.37,1.25,29.9870753,31.2118063
1992-02-24,7.9,2.96,4.18,99.78,0.7,2.2966,5.85,0.0005,0.37,1.21,29.9870753,31.2118063
1992-02-25,11.98,4.08,4.93,100.0,6.79,3.012,5.97,0.0005,0.43,3.54,29.9870753,31.2118063
1992-02-26,15.34,4.88,4.88,100.85,1.25,4.1453,3.24,0.0007,0.44,3.51,29.9870753,31.2118063
1992-02-27,15.85,5.38,4.9,101.15,0.2,4.2955,1.81,0.0007,0.4,3.66,29.9870753,31.2118063
1992-02-28,17.25,3.69,4.58,101.03,0.04,4.6697,2.57,0.0012,0.39,2.69,29.9870753,31.2118063
1992-02-29,18.11,3.21,4.55,100.72,0.0,4.9783,2.46,0.001,0.39,2.46,29.9870753,31.2118063
1992-03-01,15.92,6.16,5.23,100.69,0.2,5.5855,2.05,0.0005,0.39,4.41,29.9870753,31.2118063
1992-03-02,18.13,3.2,4.22,101.09,0.0,5.9246,2.42,0.0007,0.39,1.55,29.9870753,31.2118063
1992-03-03,19.37,5.62,4.89,101.19,0.0,5.1103,1.61,0.0005,0.38,3.61,29.9870753,31.2118063
1992-03-04,19.64,7.03,5.71,100.8,0.0,5.0786,2.27,0.0005,0.38,5.73,29.9870753,31.2118063
1992-03-05,20.78,7.43,5.57,100.7,0.0,6.1334,2.08,0.0005,0.38,5.26,29.9870753,31.2118063
1992-03-06,21.66,6.26,5.72,100.55,0.0,5.7713,2.12,0.0005,0.37,5.65,29.9870753,31.2118063
1992-03-07,21.2,6.62,5.19,100.53,0.0,6.4416,2.77,0.0005,0.37,3.79,29.9870753,31.2118063
1992-03-08,21.25,5.36,5.39,100.57,0.0,5.6273,2.74,0.0005,0.36,4.86,29.9870753,31.2118063
1992-03-09,17.6,7.78,5.28,100.64,0.0,4.7194,4.14,0.0005,0.36,4.53,29.9870753,31.2118063
1992-03-10,21.55,6.54,4.1,100.35,0.0,6.3041,5.13,0.0007,0.35,0.67,29.9870753,31.2118063
1992-03-11,26.02,7.49,4.47,100.0,0.0,6.2714,4.51,0.0005,0.34,1.75,29.9870753,31.2118063
1992-03-12,28.72,13.83,4.71,99.6,0.01,5.9263,4.05,0.0,0.32,2.45,29.9870753,31.2118063
1992-03-13,21.09,9.72,6.59,100.13,0.0,6.1546,2.51,0.0002,0.32,7.61,29.9870753,31.2118063
1992-03-14,19.5,6.59,5.77,100.13,0.06,5.2596,3.06,0.0002,0.32,5.79,29.9870753,31.2118063
1992-03-15,20.13,6.27,5.14,100.25,0.0,6.1939,1.78,0.0,0.31,4.1,29.9870753,31.2118063
1992-03-16,21.89,6.52,4.31,99.91,0.0,6.5026,1.38,0.0,0.3,1.6,29.9870753,31.2118063
1992-03-17,22.77,8.47,4.66,99.67,0.0,6.2182,2.72,0.0,0.29,2.68,29.9870753,31.2118063
1992-03-18,22.07,10.28,5.56,99.73,0.01,6.0967,3.81,0.0002,0.29,5.25,29.9870753,31.2118063
1992-03-19,18.77,6.39,4.45,100.15,0.0,6.1452,1.95,0.0,0.28,2.0,29.9870753,31.2118063
1992-03-20,20.04,5.31,4.12,100.32,0.0,6.6077,2.08,0.0,0.28,0.94,29.9870753,31.2118063
1992-03-21,19.53,6.97,4.75,100.36,0.0,7.194,2.41,0.0,0.27,3.06,29.9870753,31.2118063
1992-03-22,18.81,6.11,5.62,100.23,0.03,4.9598,2.79,0.0,0.27,5.43,29.9870753,31.2118063
1992-03-23,20.83,7.05,5.59,100.24,0.02,6.6259,2.09,0.0,0.26,5.33,29.9870753,31.2118063
1992-03-24,22.78,7.8,4.16,100.12,0.03,6.7018,2.12,0.0,0.26,1.13,29.9870753,31.2118063
1992-03-25,26.71,11.0,4.87,99.72,0.04,6.859,3.36,0.0,0.24,3.24,29.9870753,31.2118063
1992-03-26,27.26,11.16,6.25,99.73,0.0,6.9216,3.11,0.0,0.24,6.75,29.9870753,31.2118063
1992-03-27,28.24,13.64,5.1,99.37,0.0,6.8645,2.81,0.0,0.23,3.65,29.9870753,31.2118063
1992-03-28,27.59,13.86,4.57,99.37,0.0,6.0946,3.45,0.0,0.22,2.17,29.9870753,31.2118063
1992-03-29,28.32,10.7,4.47,99.42,0.0,6.5736,2.07,0.0,0.21,1.19,29.9870753,31.2118063
1992-03-30,23.7,10.06,5.51,99.62,0.0,7.327,3.6,0.0,0.2,4.79,29.9870753,31.2118063
1992-03-31,22.75,8.43,5.58,99.86,0.0,7.1714,2.34,0.0,0.2,5.21,29.9870753,31.2118063
1992-04-01,23.69,7.69,5.04,99.83,0.0,6.5311,2.08,0.0,0.2,3.59,29.9870753,31.2118063
1992-04-02,27.3,7.83,4.75,99.65,0.0,6.7411,2.12,0.0,0.19,2.52,29.9870753,31.2118063
1992-04-03,30.06,10.97,4.91,99.76,0.0,6.7102,2.49,0.0,0.19,3.07,29.9870753,31.2118063
1992-04-04,27.8,10.06,5.71,99.93,0.0,6.5846,3.15,0.0,0.18,4.81,29.9870753,31.2118063
1992-04-05,27.28,8.95,5.12,100.06,0.0,7.0114,3.29,0.0,0.18,3.28,29.9870753,31.2118063
1992-04-06,30.0,8.43,4.45,99.92,0.0,7.1873,3.09,0.0,0.17,1.17,29.9870753,31.2118063
1992-04-07,33.31,12.56,2.99,99.38,0.0,7.0123,1.9,0.0,0.17,-4.69,29.9870753,31.2118063
1992-04-08,24.12,17.11,3.71,99.51,0.0,4.5862,1.84,0.0,0.16,-1.94,29.9870753,31.2118063
1992-04-09,28.06,15.21,6.53,99.97,0.0,2.7898,2.96,0.0,0.16,7.22,29.9870753,31.2118063
1992-04-10,34.41,13.37,4.83,99.62,0.0,6.3994,2.68,0.0,0.16,3.06,29.9870753,31.2118063
1992-04-11,38.86,22.61,4.33,99.06,0.0,7.0234,5.07,0.0,0.15,1.58,29.9870753,31.2118063
1992-04-12,30.17,17.85,5.51,99.58,0.0,6.9197,3.47,0.0,0.15,4.95,29.9870753,31.2118063
1992-04-13,27.93,13.42,5.44,99.89,0.0,7.2806,2.93,0.0,0.15,4.84,29.9870753,31.2118063
1992-04-14,25.1,10.84,6.07,100.14,0.0,7.703,2.76,0.0,0.14,6.38,29.9870753,31.2118063
1992-04-15,24.75,11.59,5.82,100.22,0.0,7.6351,2.42,0.0,0.14,5.83,29.9870753,31.2118063
1992-04-16,24.91,10.14,5.86,100.24,0.0,7.729,3.02,0.0,0.14,5.98,29.9870753,31.2118063
1992-04-17,26.37,9.83,5.25,100.31,0.0,7.1232,2.04,0.0,0.14,4.04,29.9870753,31.2118063
1992-04-18,28.71,11.25,4.17,99.79,0.0,7.0282,2.48,0.0,0.14,0.36,29.9870753,31.2118063
1992-04-19,30.46,14.89,4.83,99.38,0.0,3.9811,3.9,0.0,0.14,2.36,29.9870753,31.2118063
1992-04-20,27.8,13.46,4.29,99.74,0.0,7.5425,2.05,0.0,0.14,0.47,29.9870753,31.2118063
1992-04-21,26.69,11.01,5.32,100.02,0.0,7.8305,3.46,0.0,0.13,4.34,29.9870753,31.2118063
1992-04-22,25.38,11.25,6.01,100.16,0.0,7.7986,3.51,0.0,0.13,6.09,29.9870753,31.2118063
1992-04-23,23.11,8.62,4.67,99.95,0.0,7.9546,3.4,0.0,0.13,2.7,29.9870753,31.2118063
1992-04-24,24.14,8.47,4.71,99.87,0.0,7.9843,2.79,0.0,0.13,2.74,29.9870753,31.2118063
1992-04-25,25.51,9.1,5.33,100.07,0.0,7.9858,2.35,0.0,0.13,4.61,29.9870753,31.2118063
1992-04-26,27.16,12.39,6.58,100.14,0.0,7.9776,3.2,0.0,0.13,7.35,29.9870753,31.2118063
1992-04-27,27.54,10.99,5.9,99.99,0.0,7.9694,1.96,0.0,0.13,5.77,29.9870753,31.2118063
1992-04-28,29.24,12.96,5.95,99.69,0.0,7.9339,3.28,0.0,0.13,5.89,29.9870753,31.2118063
1992-04-29,28.91,11.17,5.25,99.55,0.0,7.9812,2.27,0.0,0.13,3.42,29.9870753,31.2118063
1992-04-30,29.41,12.05,5.24,99.64,0.0,7.9762,1.9,0.0,0.13,3.75,29.9870753,31.2118063
1992-05-01,31.08,12.3,4.59,99.62,0.0,7.9361,1.82,0.0,0.12,1.73,29.9870753,31.2118063
1992-05-02,33.85,14.27,4.87,99.33,0.0,5.1859,1.92,0.0,0.12,2.94,29.9870753,31.2118063
1992-05-03,39.03,19.38,4.96,99.12,0.0,6.1836,2.5,0.0,0.12,3.27,29.9870753,31.2118063
1992-05-04,30.27,16.37,6.49,99.39,0.0,7.9954,3.43,0.0,0.12,6.93,29.9870753,31.2118063
1992-05-05,30.65,13.49,6.07,99.53,0.0,7.7981,2.88,0.0,0.12,6.37,29.9870753,31.2118063
1992-05-06,38.49,14.56,5.71,99.02,0.02,6.3377,3.32,0.0,0.12,4.61,29.9870753,31.2118063
1992-05-07,28.74,17.96,6.09,98.68,0.02,7.9834,6.46,0.0,0.11,6.23,29.9870753,31.2118063
1992-05-08,27.42,14.98,7.45,98.93,0.0,6.7817,5.11,0.0,0.11,9.21,29.9870753,31.2118063
1992-05-09,27.74,13.54,5.11,99.32,0.0,7.813,4.03,0.0,0.11,3.73,29.9870753,31.2118063
1992-05-10,28.49,12.23,5.25,99.84,0.0,7.8226,3.41,0.0,0.11,4.37,29.9870753,31.2118063
1992-05-11,30.86,13.17,5.78,99.99,0.0,7.8142,2.26,0.0,0.11,5.6,29.9870753,31.2118063
1992-05-12,32.23,14.01,5.88,99.82,0.0,7.7261,2.59,0.0,0.11,5.79,29.9870753,31.2118063
1992-05-13,33.68,15.47,5.66,99.77,0.0,7.9608,2.94,0.0,0.11,4.93,29.9870753,31.2118063
1992-05-14,26.85,18.13,6.74,99.93,0.0,6.6763,2.35,0.0,0.11,7.97,29.9870753,31.2118063
1992-05-15,34.32,16.39,7.31,99.69,0.0,6.7906,3.48,0.0,0.11,9.12,29.9870753,31.2118063
1992-05-16,30.61,16.99,7.74,99.61,0.0,7.981,3.65,0.0,0.11,9.77,29.9870753,31.2118063
1992-05-17,28.78,14.09,6.68,99.61,0.0,7.5482,4.1,0.0,0.11,7.37,29.9870753,31.2118063
1992-05-18,27.12,12.29,5.13,99.86,0.0,7.9428,3.34,0.0,0.11,3.39,29.9870753,31.2118063
1992-05-19,28.41,11.06,5.19,100.1,0.0,8.0424,3.06,0.0,0.11,4.19,29.9870753,31.2118063
1992-05-20,29.7,11.62,6.13,100.11,0.0,6.366,3.87,0.0,0.11,6.52,29.9870753,31.2118063
1992-05-21,29.61,11.96,6.89,99.99,0.0,7.685,3.37,0.0,0.11,8.14,29.9870753,31.2118063
1992-05-22,31.49,14.06,7.34,99.96,0.0,7.9282,3.2,0.0,0.11,8.83,29.9870753,31.2118063
1992-05-23,31.47,14.35,5.17,99.89,0.0,7.8338,2.2,0.0,0.11,3.2,29.9870753,31.2118063
1992-05-24,34.53,15.26,5.43,99.6,0.0,7.8838,1.49,0.0,0.11,4.75,29.9870753,31.2118063
1992-05-25,37.36,21.46,5.35,99.34,0.0,8.1257,4.4,0.0,0.1,4.3,29.9870753,31.2118063
1992-05-26,36.44,18.03,6.55,99.55,0.0,7.8403,1.85,0.0,0.1,7.03,29.9870753,31.2118063
1992-05-27,41.43,23.17,6.47,99.4,0.0,6.5575,2.92,0.0,0.1,7.11,29.9870753,31.2118063
1992-05-28,39.66,23.77,8.2,99.51,0.0,7.4357,3.65,0.0,0.1,10.84,29.9870753,31.2118063
1992-05-29,34.83,21.13,8.58,99.82,0.0,6.7822,4.58,0.0,0.1,11.58,29.9870753,31.2118063
1992-05-30,30.72,18.42,7.89,99.88,0.0,8.1034,3.94,0.0,0.1,10.24,29.9870753,31.2118063
1992-05-31,32.62,18.63,6.82,99.69,0.0,7.9279,3.17,0.0,0.1,7.99,29.9870753,31.2118063
1992-06-01,34.06,16.2,7.23,99.55,0.0,8.1293,2.9,0.0,0.1,8.84,29.9870753,31.2118063
1992-06-02,34.23,17.2,8.06,99.68,0.0,8.0861,3.27,0.0,0.1,10.54,29.9870753,31.2118063
1992-06-03,36.1,17.32,8.16,99.68,0.0,8.1595,3.38,0.0,0.1,10.39,29.9870753,31.2118063
1992-06-04,37.18,17.81,7.41,99.65,0.0,8.0998,2.65,0.0,0.1,8.99,29.9870753,31.2118063
1992-06-05,39.18,22.0,5.57,99.47,0.0,7.7014,2.81,0.0,0.1,5.15,29.9870753,31.2118063
1992-06-06,39.14,22.48,5.15,99.39,0.0,8.0587,3.03,0.0,0.1,3.87,29.9870753,31.2118063
1992-06-07,36.88,18.11,6.87,99.61,0.0,8.2973,3.13,0.0,0.1,7.73,29.9870753,31.2118063
1992-06-08,36.21,17.24,7.28,99.53,0.0,8.1353,3.03,0.0,0.09,8.42,29.9870753,31.2118063
1992-06-09,35.01,17.39,6.4,99.39,0.0,6.8448,1.99,0.0,0.09,6.72,29.9870753,31.2118063
1992-06-10,41.24,22.65,5.51,99.45,0.0,8.2872,2.7,0.0,0.09,4.93,29.9870753,31.2118063
1992-06-11,39.66,20.46,8.2,99.71,0.0,7.9608,3.57,0.0,0.09,10.67,29.9870753,31.2118063
1992-06-12,39.28,19.45,6.22,99.6,0.0,8.2267,3.4,0.0,0.09,5.75,29.9870753,31.2118063
1992-06-13,38.25,18.47,7.47,99.45,0.0,8.1571,3.79,0.0,0.09,9.35,29.9870753,31.2118063
1992-06-14,40.07,21.9,7.63,99.35,0.0,8.2214,3.36,0.0,0.09,9.68,29.9870753,31.2118063
1992-06-15,32.36,18.83,9.09,99.31,0.0,8.2579,4.65,0.0,0.09,11.98,29.9870753,31.2118063
1992-06-16,31.66,17.57,8.67,99.21,0.0,7.5362,4.39,0.0,0.09,11.32,29.9870753,31.2118063
1992-06-17,34.74,16.95,7.86,99.14,0.0,8.3714,2.39,0.0,0.09,9.81,29.9870753,31.2118063
1992-06-18,40.17,20.62,6.24,98.96,0.0,8.3083,3.03,0.0,0.09,6.29,29.9870753,31.2118063
1992-06-19,37.28,18.72,6.88,99.55,0.0,8.261,1.97,0.0,0.09,7.79,29.9870753,31.2118063
1992-06-20,42.38,21.87,5.91,99.29,0.0,8.0395,2.52,0.0,0.09,5.75,29.9870753,31.2118063
1992-06-21,36.87,21.58,9.68,99.34,0.0,8.2486,4.73,0.0,0.09,12.66,29.9870753,31.2118063
1992-06-22,34.67,18.57,9.64,99.37,0.0,8.2836,3.6,0.0,0.09,13.09,29.9870753,31.2118063
1992-06-23,36.21,18.81,9.76,99.34,0.0,8.2322,3.11,0.0,0.09,13.26,29.9870753,31.2118063
1992-06-24,37.1,19.93,8.75,99.37,0.0,8.1854,2.47,0.0,0.09,11.56,29.9870753,31.2118063
1992-06-25,38.45,21.02,8.08,99.27,0.0,8.2454,2.35,0.0,0.09,10.18,29.9870753,31.2118063
1992-06-26,41.71,21.3,6.24,99.09,0.0,8.1991,1.91,0.0,0.09,6.4,29.9870753,31.2118063
1992-06-27,39.77,23.44,6.87,99.02,0.0,8.1614,3.85,0.0,0.08,7.95,29.9870753,31.2118063
1992-06-28,37.11,19.72,8.24,99.3,0.0,8.1326,3.07,0.0,0.08,10.23,29.9870753,31.2118063
1992-06-29,35.01,19.8,8.57,99.55,0.0,8.1456,3.19,0.0,0.08,11.36,29.9870753,31.2118063
1992-06-30,34.38,19.59,8.45,99.65,0.0,8.1271,3.11,0.0,0.08,11.08,29.9870753,31.2118063
1992-07-01,35.62,19.07,9.1,99.61,0.0,8.1605,3.87,0.0,0.08,12.28,29.9870753,31.2118063
1992-07-02,34.77,18.5,8.02,99.72,0.0,8.233,4.22,0.0,0.08,10.31,29.9870753,31.2118063
1992-07-03,35.71,17.04,7.9,99.6,0.0,8.387,3.8,0.0,0.08,10.07,29.9870753,31.2118063
1992-07-04,39.43,17.39,7.92,99.28,0.0,8.5678,3.68,0.0,0.08,9.82,29.9870753,31.2118063
1992-07-05,39.33,20.42,8.5,99.23,0.0,7.9694,2.8,0.0,0.08,11.17,29.9870753,31.2118063
1992-07-06,37.65,20.35,8.5,99.71,0.0,7.9178,3.74,0.0,0.08,10.88,29.9870753,31.2118063
1992-07-07,37.72,18.69,7.52,99.56,0.0,7.9253,2.95,0.0,0.08,8.76,29.9870753,31.2118063
1992-07-08,39.65,18.77,7.97,99.22,0.0,7.885,2.61,0.0,0.08,9.86,29.9870753,31.2118063
1992-07-09,41.76,20.02,7.7,99.06,0.0,7.9565,2.25,0.0,0.08,8.88,29.9870753,31.2118063
1992-07-10,43.23,21.17,8.2,99.11,0.0,7.8581,3.03,0.0,0.08,9.92,29.9870753,31.2118063
1992-07-11,41.53,22.17,9.44,99.19,0.0,7.8665,2.6,0.0,0.08,12.18,29.9870753,31.2118063
1992-07-12,43.47,23.68,7.01,99.12,0.0,7.9046,4.15,0.0,0.08,8.2,29.9870753,31.2118063
1992-07-13,36.11,21.39,10.65,99.33,0.0,7.139,3.79,0.0,0.08,14.54,29.9870753,31.2118063
1992-07-14,36.85,20.13,9.59,99.28,0.0,6.7618,2.98,0.0,0.08,12.83,29.9870753,31.2118063
1992-07-15,36.17,19.98,9.73,99.26,0.0,5.6786,3.04,0.0,0.08,13.07,29.9870753,31.2118063
1992-07-16,35.08,19.77,9.94,99.49,0.0,6.0814,3.38,0.0,0.08,13.59,29.9870753,31.2118063
1992-07-17,36.08,20.03,9.01,99.51,0.0,8.0902,2.97,0.0,0.08,11.89,29.9870753,31.2118063
1992-07-18,37.57,20.02,9.05,99.42,0.0,7.9714,2.92,0.0,0.08,11.82,29.9870753,31.2118063
1992-07-19,34.71,19.56,9.83,99.18,0.0,7.8778,3.85,0.0,0.08,13.06,29.9870753,31.2118063
1992-07-20,34.19,19.8,9.55,99.0,0.0,7.9574,3.78,0.0,0.08,12.97,29.9870753,31.2118063
1992-07-21,34.82,19.27,9.9,99.19,0.0,7.7148,3.32,0.0,0.08,13.36,29.9870753,31.2118063
1992-07-22,35.05,19.81,9.72,99.39,0.0,7.41,2.96,0.0,0.08,13.22,29.9870753,31.2118063
1992-07-23,35.22,21.0,8.79,99.47,0.0,7.8151,2.74,0.0,0.08,11.55,29.9870753,31.2118063
1992-07-24,34.81,19.14,8.6,99.46,0.0,7.8286,2.86,0.0,0.08,11.37,29.9870753,31.2118063
1992-07-25,35.04,19.28,8.96,99.53,0.0,7.6954,2.89,0.0,0.08,12.0,29.9870753,31.2118063
1992-07-26,35.04,20.79,9.49,99.41,0.0,7.7986,2.42,0.0,0.08,12.95,29.9870753,31.2118063
1992-07-27,36.73,19.86,9.12,99.21,0.0,7.8161,1.85,0.0,0.08,12.06,29.9870753,31.2118063
1992-07-28,36.71,20.17,9.27,99.26,0.0,7.5703,2.14,0.0,0.08,12.0,29.9870753,31.2118063
1992-07-29,36.53,21.24,9.73,99.36,0.0,7.6049,2.85,0.0,0.08,13.26,29.9870753,31.2118063
1992-07-30,36.67,21.09,9.94,99.38,0.0,7.6889,2.79,0.0,0.08,13.43,29.9870753,31.2118063
1992-07-31,38.26,21.62,10.86,99.26,0.0,7.7201,3.21,0.0,0.08,14.49,29.9870753,31.2118063
1992-08-01,36.67,21.24,9.64,99.2,0.0,7.5938,2.65,0.0,0.08,12.52,29.9870753,31.2118063
1992-08-02,36.72,20.51,7.79,99.27,0.0,7.4376,2.07,0.0,0.08,9.12,29.9870753,31.2118063
1992-08-03,36.94,20.07,8.41,99.37,0.0,7.5168,2.59,0.0,0.08,10.81,29.9870753,31.2118063
1992-08-04,37.4,19.82,7.61,99.57,0.0,7.7062,2.94,0.0,0.08,8.77,29.9870753,31.2118063
1992-08-05,37.72,18.96,7.14,99.66,0.0,7.7971,3.12,0.0,0.08,8.22,29.9870753,31.2118063
1992-08-06,39.0,18.54,8.95,99.37,0.0,7.8602,3.28,0.0,0.08,11.41,29.9870753,31.2118063
1992-08-07,39.53,19.53,9.55,99.17,0.0,7.5806,2.32,0.0,0.08,12.17,29.9870753,31.2118063
1992-08-08,39.99,20.82,8.81,99.2,0.0,7.5317,2.47,0.0,0.08,11.12,29.9870753,31.2118063
1992-08-09,39.88,21.58,8.86,99.31,0.0,7.3063,2.84,0.0,0.08,11.2,29.9870753,31.2118063
1992-08-10,38.16,20.48,9.18,99.21,0.0,7.5247,2.74,0.0,0.08,11.78,29.9870753,31.2118063
1992-08-11,38.74,20.16,9.22,99.19,0.0,7.4467,2.91,0.0,0.08,11.65,29.9870753,31.2118063
1992-08-12,38.41,20.82,9.06,99.22,0.0,7.5864,1.92,0.0,0.08,11.92,29.9870753,31.2118063
1992-08-13,37.8,21.81,10.19,99.13,0.0,7.1158,2.07,0.0,0.08,13.67,29.9870753,31.2118063
1992-08-14,38.31,21.7,8.93,99.2,0.0,7.1328,2.16,0.0,0.08,11.28,29.9870753,31.2118063
1992-08-15,38.86,21.95,8.63,99.43,0.0,7.163,2.33,0.0,0.08,11.15,29.9870753,31.2118063
1992-08-16,39.43,23.08,8.21,99.65,0.0,7.1482,2.81,0.0,0.08,10.63,29.9870753,31.2118063
1992-08-17,38.2,21.62,8.62,99.62,0.0,7.164,3.07,0.0,0.08,10.55,29.9870753,31.2118063
1992-08-18,37.21,19.3,9.18,99.5,0.0,7.2566,2.58,0.0,0.08,11.63,29.9870753,31.2118063
1992-08-19,37.9,19.08,9.15,99.37,0.0,7.0958,2.72,0.0,0.08,11.79,29.9870753,31.2118063
1992-08-20,38.33,19.26,10.09,99.26,0.0,7.1369,2.85,0.0,0.08,13.59,29.9870753,31.2118063
1992-08-21,36.46,20.53,11.18,99.32,0.0,7.1263,3.08,0.0,0.08,15.18,29.9870753,31.2118063
1992-08-22,35.43,20.41,10.78,99.35,0.0,7.1086,2.56,0.0,0.08,14.85,29.9870753,31.2118063
1992-08-23,36.4,20.5,10.53,99.4,0.0,6.942,2.49,0.0,0.08,14.4,29.9870753,31.2118063
1992-08-24,36.52,21.02,10.62,99.52,0.0,6.8952,2.54,0.0,0.08,14.64,29.9870753,31.2118063
1992-08-25,37.52,21.47,9.41,99.49,0.0,7.0644,2.16,0.0,0.08,12.49,29.9870753,31.2118063
1992-08-26,38.01,22.81,11.06,99.48,0.0,6.9523,2.98,0.0,0.08,15.28,29.9870753,31.2118063
1992-08-27,38.02,22.74,9.79,99.43,0.0,7.062,3.04,0.0,0.08,12.95,29.9870753,31.2118063
1992-08-28,38.73,21.3,10.18,99.5,0.0,6.8726,2.96,0.0,0.08,13.6,29.9870753,31.2118063
1992-08-29,38.48,19.92,9.97,99.52,0.0,6.7846,3.08,0.0,0.08,13.09,29.9870753,31.2118063
1992-08-30,38.02,19.94,9.56,99.33,0.0,6.7514,2.21,0.0,0.08,12.31,29.9870753,31.2118063
1992-08-31,39.11,20.48,10.21,99.31,0.0,7.1729,2.57,0.0,0.08,13.64,29.9870753,31.2118063
1992-09-01,39.36,21.45,10.96,99.48,0.0,6.9782,3.29,0.0,0.08,14.87,29.9870753,31.2118063
1992-09-02,39.31,21.99,11.3,99.61,0.0,6.9586,2.75,0.0,0.08,15.47,29.9870753,31.2118063
1992-09-03,39.48,22.17,11.35,99.55,0.0,6.9782,2.83,0.0,0.08,15.43,29.9870753,31.2118063
1992-09-04,39.13,21.69,10.78,99.24,0.0,6.9912,2.14,0.0,0.08,14.58,29.9870753,31.2118063
1992-09-05,38.14,21.84,10.78,99.08,0.0,6.8054,2.43,0.0,0.08,14.84,29.9870753,31.2118063
1992-09-06,36.08,22.37,11.76,99.23,0.0,6.9619,3.4,0.0,0.08,16.08,29.9870753,31.2118063
1992-09-07,34.67,20.96,11.43,99.48,0.0,6.9134,3.2,0.0,0.08,15.78,29.9870753,31.2118063
1992-09-08,32.26,18.96,8.49,99.66,0.0,6.7894,3.62,0.0,0.08,11.31,29.9870753,31.2118063
1992-09-09,31.85,17.24,8.14,99.62,0.0,6.7747,2.72,0.0,0.08,10.72,29.9870753,31.2118063
1992-09-10,32.25,17.68,8.24,99.6,0.0,6.9106,2.14,0.0,0.08,10.9,29.9870753,31.2118063
1992-09-11,35.55,18.57,9.46,99.46,0.0,6.7951,2.73,0.0,0.08,12.52,29.9870753,31.2118063
1992-09-12,33.91,17.91,9.36,99.3,0.0,6.4114,2.59,0.0,0.08,12.11,29.9870753,31.2118063
1992-09-13,33.59,18.39,9.57,99.35,0.0,6.1762,2.25,0.0,0.08,12.97,29.9870753,31.2118063
1992-09-14,33.27,19.07,8.83,99.62,0.0,6.809,2.13,0.0,0.08,11.63,29.9870753,31.2118063
1992-09-15,33.67,18.31,8.56,99.78,0.0,6.7037,2.61,0.0,0.08,11.17,29.9870753,31.2118063
1992-09-16,33.01,17.77,8.73,99.76,0.0,6.648,2.39,0.0,0.08,11.46,29.9870753,31.2118063
1992-09-17,33.35,17.13,7.84,99.64,0.0,6.5825,2.0,0.0,0.08,9.76,29.9870753,31.2118063
1992-09-18,33.61,17.94,8.89,99.55,0.0,6.5534,1.74,0.0,0.08,11.79,29.9870753,31.2118063
1992-09-19,32.84,18.12,8.87,99.72,0.0,6.6274,2.26,0.0,0.08,11.48,29.9870753,31.2118063
1992-09-20,32.91,17.23,8.35,99.9,0.0,6.337,2.58,0.0,0.08,10.95,29.9870753,31.2118063
1992-09-21,31.94,17.84,8.62,100.07,0.0,6.2623,2.63,0.0,0.08,11.5,29.9870753,31.2118063
1992-09-22,32.46,16.55,8.99,100.03,0.0,6.2066,3.09,0.0,0.08,12.12,29.9870753,31.2118063
1992-09-23,31.93,16.0,9.02,100.04,0.0,6.5448,3.16,0.0,0.08,12.13,29.9870753,31.2118063
1992-09-24,33.11,15.98,9.71,100.03,0.0,6.4186,2.94,0.0,0.08,13.41,29.9870753,31.2118063
