date,temp_max,temp_min,humidity_specific,pressure,precipitation_total,solar_radiation,wind_speed,evapotranspiration,soil_moisture_surface,dew_point_temp,lat,lon
1984-01-01,19.55,8.6,6.21,100.37,0.08,3.7054,2.82,0.0,0.2,6.71,29.9870753,31.2118063
1984-01-02,19.51,8.81,6.0,100.85,0.0,3.3499,2.24,0.0,0.2,6.41,29.9870753,31.2118063
1984-01-03,19.69,7.56,6.24,100.89,0.06,3.5191,1.74,0.0,0.2,7.05,29.9870753,31.2118063
1984-01-04,18.43,7.94,6.17,100.55,0.01,3.45,1.86,0.0,0.2,6.68,29.9870753,31.2118063
1984-01-05,18.31,6.57,5.72,100.46,0.0,3.5035,1.35,0.0,0.2,5.72,29.9870753,31.2118063
1984-01-06,15.93,7.91,5.68,100.11,0.0,2.7682,1.79,0.0,0.2,5.54,29.9870753,31.2118063
1984-01-07,18.6,9.53,4.14,100.15,0.0,3.8138,2.46,0.0,0.2,1.15,29.9870753,31.2118063
1984-01-08,17.53,6.13,4.11,100.37,0.01,3.9247,1.7,0.0,0.2,0.9,29.9870753,31.2118063
1984-01-09,18.04,3.53,3.82,100.64,0.0,3.8196,1.71,0.0,0.19,0.08,29.9870753,31.2118063
1984-01-10,19.79,5.54,4.98,100.69,0.01,3.2095,1.47,0.0,0.19,3.72,29.9870753,31.2118063
1984-01-11,19.56,6.0,5.7,100.41,0.0,3.6614,2.47,0.0,0.19,5.61,29.9870753,31.2118063
1984-01-12,17.94,9.23,5.27,99.84,0.0,3.4157,2.01,0.0,0.19,4.17,29.9870753,31.2118063
1984-01-13,17.23,8.34,3.43,99.81,0.0,3.7466,3.97,0.0,0.19,-1.53,29.9870753,31.2118063
1984-01-14,15.63,6.31,4.53,100.07,0.01,2.3477,2.04,0.0,0.19,2.09,29.9870753,31.2118063
1984-01-15,14.8,7.4,6.16,100.05,0.23,1.7791,2.79,0.0,0.19,6.79,29.9870753,31.2118063
1984-01-16,17.52,7.1,6.03,100.54,1.09,3.3746,2.9,0.0,0.22,6.39,29.9870753,31.2118063
1984-01-17,16.35,6.18,5.17,100.36,0.79,3.3811,4.32,0.0,0.24,4.26,29.9870753,31.2118063
1984-01-18,17.02,7.2,4.84,100.32,0.18,1.9649,3.35,0.0,0.25,3.31,29.9870753,31.2118063
1984-01-19,17.48,7.43,5.46,100.44,0.08,3.5534,1.7,0.0,0.25,5.07,29.9870753,31.2118063
1984-01-20,18.72,7.01,6.15,100.49,0.12,3.9682,1.82,0.0,0.25,6.81,29.9870753,31.2118063
1984-01-21,18.27,6.6,6.01,100.52,0.0,3.119,2.73,0.0,0.25,6.42,29.9870753,31.2118063
1984-01-22,19.52,7.81,5.66,100.52,0.0,4.0282,2.31,0.0,0.25,5.62,29.9870753,31.2118063
1984-01-23,16.79,5.52,6.12,100.15,0.0,2.9695,1.6,0.0,0.24,6.7,29.9870753,31.2118063
1984-01-24,19.16,5.24,4.97,99.88,0.0,4.2451,1.58,0.0,0.24,3.37,29.9870753,31.2118063
1984-01-25,19.82,4.05,3.56,99.93,0.0,3.8837,2.95,0.0,0.24,-0.98,29.9870753,31.2118063
1984-01-26,16.45,5.77,3.77,100.04,0.0,3.6046,4.46,0.0,0.24,-0.28,29.9870753,31.2118063
1984-01-27,15.04,3.73,4.76,100.48,0.0,3.0655,3.82,0.0,0.23,3.18,29.9870753,31.2118063
1984-01-28,17.22,7.15,4.6,100.76,0.0,4.2173,3.19,0.0,0.23,2.64,29.9870753,31.2118063
1984-01-29,19.07,5.74,4.95,100.75,0.0,4.0056,1.86,0.0,0.23,3.65,29.9870753,31.2118063
1984-01-30,19.65,6.5,5.71,100.63,0.0,4.1006,1.26,0.0,0.23,5.7,29.9870753,31.2118063
1984-01-31,21.3,6.79,5.4,100.37,0.0,3.9514,1.35,0.0,0.23,4.83,29.9870753,31.2118063
1984-02-01,22.69,9.13,4.1,100.04,0.0,3.8777,1.39,0.0,0.22,0.9,29.9870753,31.2118063
1984-02-02,27.59,11.75,2.94,99.43,0.0,4.3416,2.9,0.0,0.22,-3.53,29.9870753,31.2118063
1984-02-03,21.18,7.05,4.38,99.79,0.0,4.0728,2.08,0.0,0.21,1.38,29.9870753,31.2118063
1984-02-04,20.67,8.09,5.66,100.04,0.0,4.0685,1.41,0.0,0.21,5.24,29.9870753,31.2118063
1984-02-05,23.76,6.84,5.12,99.62,0.0,4.6726,2.23,0.0,0.21,3.77,29.9870753,31.2118063
1984-02-06,24.9,12.71,3.5,99.0,0.28,3.9384,4.73,0.0,0.2,-1.56,29.9870753,31.2118063
1984-02-07,18.73,8.85,5.5,99.48,0.05,3.7836,4.64,0.0,0.2,5.0,29.9870753,31.2118063
1984-02-08,19.91,6.42,4.88,99.82,0.0,2.9177,3.85,0.0,0.2,3.39,29.9870753,31.2118063
1984-02-09,20.25,7.01,4.25,99.81,0.0,3.9413,4.22,0.0,0.2,1.32,29.9870753,31.2118063
1984-02-10,24.14,7.97,3.24,99.75,0.0,4.0274,2.77,0.0,0.2,-2.23,29.9870753,31.2118063
1984-02-11,22.69,8.84,2.98,99.75,0.0,4.747,2.62,0.0,0.19,-3.37,29.9870753,31.2118063
1984-02-12,18.74,6.07,2.34,99.95,0.0,5.0237,2.49,0.0,0.19,-6.29,29.9870753,31.2118063
1984-02-13,17.25,3.32,3.24,100.27,0.0,4.9618,2.84,0.0,0.19,-2.33,29.9870753,31.2118063
1984-02-14,19.85,5.63,5.42,100.51,0.0,5.3153,2.32,0.0,0.19,4.86,29.9870753,31.2118063
1984-02-15,19.68,6.15,4.8,100.53,0.0,4.9591,2.82,0.0,0.19,2.89,29.9870753,31.2118063
1984-02-16,19.41,4.48,4.91,100.42,0.0,4.6927,2.32,0.0,0.18,3.47,29.9870753,31.2118063
1984-02-17,20.95,4.9,5.04,100.47,0.0,4.7724,2.64,0.0,0.18,3.78,29.9870753,31.2118063
1984-02-18,22.23,6.07,5.45,100.53,0.0,4.794,3.15,0.0,0.18,4.89,29.9870753,31.2118063
1984-02-19,22.04,7.82,5.48,100.43,0.0,4.879,2.89,0.0,0.18,4.68,29.9870753,31.2118063
1984-02-20,20.24,5.65,5.06,100.65,0.0,5.0302,2.76,0.0,0.18,3.74,29.9870753,31.2118063
1984-02-21,20.0,7.22,5.29,100.71,0.0,4.8504,2.94,0.0,0.18,4.55,29.9870753,31.2118063
1984-02-22,20.16,6.44,5.03,100.71,0.0,4.6702,3.57,0.0,0.18,3.79,29.9870753,31.2118063
1984-02-23,22.19,6.45,5.32,100.68,0.0,5.1962,3.66,0.0,0.18,4.52,29.9870753,31.2118063
1984-02-24,23.54,6.99,5.51,100.32,0.0,3.0396,3.5,0.0,0.17,4.9,29.9870753,31.2118063
1984-02-25,23.39,7.95,5.72,100.25,0.0,5.07,3.44,0.0,0.17,5.39,29.9870753,31.2118063
1984-02-26,22.17,7.87,5.45,100.36,0.0,5.3057,3.02,0.0,0.17,4.7,29.9870753,31.2118063
1984-02-27,21.73,6.21,5.38,100.52,0.0,5.3462,3.12,0.0,0.17,4.71,29.9870753,31.2118063
1984-02-28,23.96,6.1,4.87,100.54,0.0,5.1446,2.66,0.0,0.17,3.07,29.9870753,31.2118063
1984-02-29,26.5,6.71,4.2,100.28,0.0,5.7862,2.49,0.0,0.17,0.76,29.9870753,31.2118063
1984-03-01,26.51,10.01,3.38,100.14,0.0,5.1828,2.51,0.0,0.16,-1.88,29.9870753,31.2118063
1984-03-02,30.48,10.4,2.13,99.78,0.0,4.5715,1.5,0.0,0.16,-7.77,29.9870753,31.2118063
1984-03-03,28.03,11.01,2.97,99.44,0.0,4.9037,3.76,0.0,0.16,-5.28,29.9870753,31.2118063
1984-03-04,22.68,8.0,5.03,100.08,0.0,4.9339,1.95,0.0,0.16,3.48,29.9870753,31.2118063
1984-03-05,24.86,7.63,4.48,99.96,0.0,4.7513,2.62,0.0,0.15,1.51,29.9870753,31.2118063
1984-03-06,30.39,12.15,3.49,99.43,0.0,4.9414,3.75,0.0,0.15,-2.68,29.9870753,31.2118063
1984-03-07,22.35,11.61,4.89,99.82,0.0,4.7964,1.52,0.0,0.15,2.71,29.9870753,31.2118063
1984-03-08,23.46,9.54,4.16,99.57,0.0,4.0649,2.82,0.0,0.15,1.0,29.9870753,31.2118063
1984-03-09,28.02,14.52,4.8,98.85,0.0,3.8734,5.6,0.0,0.15,2.89,29.9870753,31.2118063
1984-03-10,22.8,9.71,4.4,99.81,0.0,5.8214,2.69,0.0,0.15,0.97,29.9870753,31.2118063
1984-03-11,22.31,7.99,3.58,100.05,0.0,5.0486,2.76,0.0,0.15,-1.56,29.9870753,31.2118063
1984-03-12,21.31,6.83,5.06,100.13,0.0,6.131,2.45,0.0,0.15,3.45,29.9870753,31.2118063
1984-03-13,20.25,7.11,5.24,99.9,0.02,4.6469,2.33,0.0,0.14,4.14,29.9870753,31.2118063
1984-03-14,21.35,8.06,5.45,99.54,0.03,5.491,2.73,0.0,0.14,4.76,29.9870753,31.2118063
1984-03-15,20.26,5.35,4.48,99.48,0.0,4.5394,1.82,0.0,0.14,1.85,29.9870753,31.2118063
1984-03-16,25.65,8.1,4.9,99.2,0.33,5.8622,1.92,0.0,0.15,3.23,29.9870753,31.2118063
1984-03-17,24.32,9.34,5.09,99.41,0.0,6.0214,3.5,0.0,0.15,3.79,29.9870753,31.2118063
1984-03-18,22.39,8.9,5.69,99.79,0.08,6.3043,2.99,0.0,0.15,5.19,29.9870753,31.2118063
1984-03-19,21.94,8.99,5.55,99.91,0.16,5.8682,2.66,0.0,0.15,4.87,29.9870753,31.2118063
1984-03-20,24.25,6.59,4.76,99.88,0.0,6.5225,3.14,0.0,0.15,2.52,29.9870753,31.2118063
1984-03-21,26.72,7.81,4.53,99.9,0.04,6.1682,3.01,0.0,0.15,1.89,29.9870753,31.2118063
1984-03-22,30.08,12.32,3.27,99.43,0.85,3.5678,3.94,0.0,0.16,-2.51,29.9870753,31.2118063
1984-03-23,28.51,15.15,4.19,99.11,0.26,3.7145,3.29,0.0,0.17,0.09,29.9870753,31.2118063
1984-03-24,25.37,12.55,6.84,99.27,1.49,2.141,2.59,0.0,0.2,8.04,29.9870753,31.2118063
1984-03-25,23.55,10.03,6.49,99.57,2.41,6.3,2.89,0.0,0.28,7.25,29.9870753,31.2118063
1984-03-26,22.31,9.56,5.77,100.03,0.33,5.8536,3.31,0.0,0.31,5.55,29.9870753,31.2118063
1984-03-27,23.08,7.37,5.24,100.38,0.0,6.8434,2.2,0.0,0.3,4.16,29.9870753,31.2118063
1984-03-28,24.82,7.98,5.62,100.46,0.0,7.1599,3.82,0.0,0.28,5.37,29.9870753,31.2118063
1984-03-29,25.67,8.65,5.92,100.27,0.0,7.2958,3.4,0.0,0.27,5.96,29.9870753,31.2118063
1984-03-30,26.51,8.65,5.85,100.08,0.0,7.2295,2.55,0.0,0.26,5.63,29.9870753,31.2118063
1984-03-31,28.18,9.16,5.22,100.05,0.0,7.1532,1.99,0.0,0.24,4.02,29.9870753,31.2118063
1984-04-01,29.15,10.85,5.56,100.13,0.0,6.3132,2.75,0.0,0.23,5.01,29.9870753,31.2118063
1984-04-02,28.38,10.29,6.1,100.04,0.0,6.3022,3.52,0.0,0.22,6.23,29.9870753,31.2118063
1984-04-03,29.0,9.92,6.13,99.84,0.0,7.0217,2.7,0.0,0.22,6.06,29.9870753,31.2118063
1984-04-04,31.65,10.46,5.08,99.58,0.0,6.0917,2.62,0.0,0.21,3.08,29.9870753,31.2118063
1984-04-05,34.77,13.64,4.0,99.42,0.0,6.5873,1.89,0.0,0.2,0.26,29.9870753,31.2118063
1984-04-06,34.49,12.69,5.06,99.43,0.0,6.1486,1.81,0.0,0.19,2.84,29.9870753,31.2118063
1984-04-07,31.41,15.63,4.7,99.28,0.0,6.547,3.09,0.0,0.18,2.62,29.9870753,31.2118063
1984-04-08,24.82,11.42,4.17,99.43,0.0,7.4818,3.91,0.0,0.17,0.6,29.9870753,31.2118063
1984-04-09,23.42,10.6,3.61,99.58,0.01,7.4899,3.86,0.0,0.17,-0.89,29.9870753,31.2118063
1984-04-10,25.05,10.13,4.64,99.71,0.0,7.3973,3.39,0.0,0.17,2.39,29.9870753,31.2118063
1984-04-11,25.99,9.64,5.23,100.0,0.0,6.3293,2.3,0.0,0.17,3.9,29.9870753,31.2118063
1984-04-12,31.0,12.18,4.71,99.78,0.0,7.085,2.14,0.0,0.16,2.75,29.9870753,31.2118063
1984-04-13,36.68,17.55,4.14,99.38,0.0,6.9806,4.37,0.0,0.16,0.58,29.9870753,31.2118063
1984-04-14,33.02,14.09,6.69,99.56,0.0,7.2775,1.74,0.0,0.15,7.3,29.9870753,31.2118063
1984-04-15,25.73,13.56,5.72,99.39,0.0,7.5785,4.77,0.0,0.15,5.39,29.9870753,31.2118063
1984-04-16,25.5,10.87,5.89,99.59,0.0,7.6738,4.34,0.0,0.15,5.71,29.9870753,31.2118063
1984-04-17,29.42,10.31,4.49,99.43,0.0,7.1244,1.63,0.0,0.15,1.52,29.9870753,31.2118063
1984-04-18,33.46,16.04,4.17,99.35,0.0,7.0848,5.0,0.0,0.15,0.43,29.9870753,31.2118063
1984-04-19,25.83,12.69,5.75,99.89,0.0,6.0773,1.94,0.0,0.14,5.33,29.9870753,31.2118063
1984-04-20,29.46,13.06,4.74,99.72,0.01,6.0605,2.76,0.0,0.14,2.74,29.9870753,31.2118063
1984-04-21,26.42,11.99,5.86,99.8,0.0,7.6625,3.2,0.0,0.14,5.51,29.9870753,31.2118063
1984-04-22,23.89,10.26,5.44,99.91,0.0,7.8427,3.04,0.0,0.14,4.57,29.9870753,31.2118063
1984-04-23,23.77,9.57,5.08,99.98,0.0,7.7105,2.87,0.0,0.14,3.79,29.9870753,31.2118063
1984-04-24,23.73,9.29,5.82,100.01,0.0,7.187,3.03,0.0,0.14,5.76,29.9870753,31.2118063
1984-04-25,24.53,9.63,4.69,100.1,0.0,7.8857,2.6,0.0,0.14,2.64,29.9870753,31.2118063
1984-04-26,28.03,9.31,4.05,99.87,0.0,7.8859,1.52,0.0,0.14,0.38,29.9870753,31.2118063
1984-04-27,33.01,14.61,4.09,99.52,0.0,7.8581,3.9,0.0,0.13,0.15,29.9870753,31.2118063
1984-04-28,28.42,11.07,5.96,99.85,0.0,7.8816,2.99,0.0,0.13,5.91,29.9870753,31.2118063
1984-04-29,30.55,12.0,5.61,99.89,0.0,7.6949,3.57,0.0,0.13,4.68,29.9870753,31.2118063
1984-04-30,30.43,10.69,5.61,100.05,0.0,7.7537,3.78,0.0,0.13,5.1,29.9870753,31.2118063
1984-05-01,30.89,13.65,5.5,99.92,0.0,5.898,4.15,0.0,0.13,4.9,29.9870753,31.2118063
1984-05-02,36.36,16.89,4.32,99.38,0.0,7.2598,2.76,0.0,0.13,0.6,29.9870753,31.2118063
1984-05-03,30.42,16.0,6.74,99.34,0.0,5.3251,4.69,0.0,0.12,7.45,29.9870753,31.2118063
1984-05-04,31.97,14.47,7.67,99.56,0.0,7.7858,3.21,0.0,0.12,9.58,29.9870753,31.2118063
1984-05-05,32.36,15.04,6.5,99.65,0.0,5.6897,2.81,0.0,0.12,6.66,29.9870753,31.2118063
1984-05-06,34.25,14.53,4.95,99.49,0.0,7.8857,1.83,0.0,0.12,3.07,29.9870753,31.2118063
1984-05-07,31.53,15.81,6.42,99.37,0.0,7.8178,3.96,0.0,0.12,7.05,29.9870753,31.2118063
1984-05-08,29.37,14.14,7.19,99.48,0.0,7.9481,3.2,0.0,0.12,8.67,29.9870753,31.2118063
1984-05-09,31.67,12.43,5.64,99.52,0.0,7.7249,2.23,0.0,0.12,4.89,29.9870753,31.2118063
1984-05-10,33.77,13.8,4.52,99.47,0.0,7.7287,3.17,0.0,0.12,1.34,29.9870753,31.2118063
1984-05-11,36.56,16.57,4.95,99.41,0.0,7.8192,4.28,0.0,0.11,3.26,29.9870753,31.2118063
1984-05-12,40.99,20.27,5.65,99.28,0.0,7.663,2.73,0.0,0.11,5.09,29.9870753,31.2118063
1984-05-13,35.03,18.62,6.17,99.46,0.0,6.2515,4.23,0.0,0.11,6.55,29.9870753,31.2118063
1984-05-14,33.34,14.26,6.22,99.81,0.0,7.8511,3.8,0.0,0.11,5.87,29.9870753,31.2118063
1984-05-15,33.84,12.95,5.49,99.69,0.0,7.7362,3.22,0.0,0.11,4.26,29.9870753,31.2118063
1984-05-16,35.78,14.01,5.81,99.67,0.0,7.9176,4.16,0.0,0.11,5.36,29.9870753,31.2118063
1984-05-17,38.31,16.86,5.89,99.75,0.0,7.8058,4.34,0.0,0.11,5.16,29.9870753,31.2118063
1984-05-18,40.07,20.4,6.22,99.67,0.0,7.8497,3.8,0.0,0.1,6.54,29.9870753,31.2118063
1984-05-19,37.59,22.95,7.26,99.65,0.0,7.9255,3.72,0.0,0.1,9.07,29.9870753,31.2118063
1984-05-20,37.27,17.44,5.67,99.73,0.0,7.9046,3.22,0.0,0.1,4.3,29.9870753,31.2118063
1984-05-21,35.62,18.9,5.01,99.77,0.0,7.9061,2.61,0.0,0.1,3.47,29.9870753,31.2118063
1984-05-22,39.56,20.63,4.57,99.68,0.0,7.7844,2.08,0.0,0.1,2.34,29.9870753,31.2118063
1984-05-23,38.24,20.57,5.64,99.51,0.0,7.494,3.27,0.0,0.1,4.78,29.9870753,31.2118063
1984-05-24,38.38,17.41,6.2,99.25,0.0,7.6838,2.36,0.0,0.1,5.71,29.9870753,31.2118063
1984-05-25,42.67,21.1,4.67,99.18,0.0,7.573,2.63,0.0,0.1,2.42,29.9870753,31.2118063
1984-05-26,40.69,21.64,7.98,99.59,0.0,7.6975,4.78,0.0,0.1,10.23,29.9870753,31.2118063
1984-05-27,35.27,19.73,5.55,99.99,0.0,7.0944,4.65,0.0,0.09,4.62,29.9870753,31.2118063
1984-05-28,34.08,16.82,4.69,99.69,0.0,7.6997,2.92,0.0,0.09,2.62,29.9870753,31.2118063
1984-05-29,36.2,17.42,4.6,99.42,0.0,8.4446,2.24,0.0,0.09,2.27,29.9870753,31.2118063
1984-05-30,40.26,21.4,5.3,99.28,0.0,8.2742,2.67,0.0,0.09,4.21,29.9870753,31.2118063
1984-05-31,36.35,18.19,6.89,99.74,0.0,8.077,4.12,0.0,0.09,7.13,29.9870753,31.2118063
1984-06-01,37.74,17.45,5.4,99.68,0.0,5.9455,2.17,0.0,0.09,4.09,29.9870753,31.2118063
1984-06-02,34.05,19.66,6.35,99.26,0.0,7.6536,4.68,0.0,0.09,6.58,29.9870753,31.2118063
1984-06-03,32.85,17.61,9.26,99.33,0.0,7.9817,4.33,0.0,0.09,12.43,29.9870753,31.2118063
1984-06-04,34.17,16.63,9.07,99.6,0.0,8.1211,3.54,0.0,0.09,12.11,29.9870753,31.2118063
1984-06-05,35.65,16.96,8.34,99.91,0.0,7.639,3.63,0.0,0.09,10.73,29.9870753,31.2118063
1984-06-06,37.01,17.29,7.94,99.79,0.0,7.8271,3.92,0.0,0.09,9.86,29.9870753,31.2118063
1984-06-07,38.74,17.43,7.41,99.46,0.0,8.1334,3.59,0.0,0.09,8.84,29.9870753,31.2118063
1984-06-08,39.2,18.05,7.53,99.22,0.0,7.9135,3.15,0.0,0.09,8.94,29.9870753,31.2118063
1984-06-09,41.36,18.9,6.98,99.41,0.0,7.9711,3.83,0.0,0.09,7.98,29.9870753,31.2118063
1984-06-10,39.18,17.9,7.2,99.83,0.0,7.9973,4.9,0.0,0.09,8.12,29.9870753,31.2118063
1984-06-11,38.4,19.38,5.99,99.86,0.0,7.7909,4.28,0.0,0.09,6.0,29.9870753,31.2118063
1984-06-12,37.17,17.79,6.33,99.67,0.01,7.6949,3.71,0.0,0.09,5.58,29.9870753,31.2118063
1984-06-13,35.29,15.81,6.43,99.66,0.0,8.1286,4.09,0.0,0.09,6.38,29.9870753,31.2118063
1984-06-14,32.96,17.05,8.78,99.74,0.0,8.3273,5.0,0.0,0.09,11.61,29.9870753,31.2118063
1984-06-15,34.74,17.37,8.64,99.55,0.0,8.2346,4.48,0.0,0.09,11.33,29.9870753,31.2118063
1984-06-16,33.74,18.21,8.57,99.46,0.01,8.3633,4.31,0.0,0.09,11.0,29.9870753,31.2118063
1984-06-17,33.92,16.06,8.01,99.51,0.0,7.675,3.86,0.0,0.09,10.28,29.9870753,31.2118063
1984-06-18,36.25,16.3,8.07,99.55,0.0,8.2781,3.75,0.0,0.09,9.94,29.9870753,31.2118063
1984-06-19,37.02,18.32,8.62,99.48,0.01,8.0873,4.52,0.0,0.09,10.7,29.9870753,31.2118063
1984-06-20,32.31,17.56,9.31,99.26,0.0,8.1665,5.38,0.0,0.08,12.52,29.9870753,31.2118063
1984-06-21,34.24,17.17,8.17,99.21,0.0,7.9226,4.59,0.0,0.08,10.16,29.9870753,31.2118063
1984-06-22,34.19,17.25,7.58,99.55,0.0,8.2087,3.4,0.0,0.08,8.88,29.9870753,31.2118063
1984-06-23,36.04,17.39,7.69,99.69,0.0,8.0861,2.82,0.0,0.08,9.38,29.9870753,31.2118063
1984-06-24,38.61,18.64,6.54,99.56,0.0,8.117,2.95,0.0,0.08,7.4,29.9870753,31.2118063
1984-06-25,37.79,22.21,6.42,99.29,0.0,7.6361,2.88,0.0,0.08,7.23,29.9870753,31.2118063
1984-06-26,36.15,19.06,7.83,99.28,0.0,7.9394,2.77,0.0,0.08,9.99,29.9870753,31.2118063
1984-06-27,36.34,18.88,7.45,99.39,0.0,7.8043,2.98,0.0,0.08,8.84,29.9870753,31.2118063
1984-06-28,35.88,18.27,7.98,99.41,0.0,7.8763,2.74,0.0,0.08,9.78,29.9870753,31.2118063
1984-06-29,35.91,18.18,7.86,99.38,0.0,8.1427,3.01,0.0,0.08,9.44,29.9870753,31.2118063
1984-06-30,37.41,18.54,8.68,99.42,0.0,8.1518,3.21,0.0,0.08,11.37,29.9870753,31.2118063
1984-07-01,38.76,18.64,7.39,99.38,0.0,8.1271,3.46,0.0,0.08,8.48,29.9870753,31.2118063
1984-07-02,38.79,17.95,7.03,99.22,0.0,7.9274,1.62,0.0,0.08,6.72,29.9870753,31.2118063
1984-07-03,39.66,20.0,7.69,99.11,0.0,7.9303,2.9,0.0,0.08,9.1,29.9870753,31.2118063
1984-07-04,40.17,19.67,6.9,99.13,0.0,7.8487,2.59,0.0,0.08,6.97,29.9870753,31.2118063
1984-07-05,41.18,20.82,6.8,99.27,0.0,7.8499,3.59,0.0,0.08,6.88,29.9870753,31.2118063
1984-07-06,39.03,20.1,7.99,99.56,0.0,7.627,4.36,0.0,0.08,9.56,29.9870753,31.2118063
1984-07-07,35.21,18.23,7.51,99.64,0.0,7.4021,4.74,0.0,0.08,8.62,29.9870753,31.2118063
1984-07-08,33.87,17.37,8.71,99.34,0.0,7.8226,4.62,0.0,0.08,11.36,29.9870753,31.2118063
1984-07-09,35.15,17.43,8.41,99.21,0.0,7.9596,5.01,0.0,0.08,10.41,29.9870753,31.2118063
1984-07-10,35.07,16.59,8.77,99.42,0.0,7.9126,4.14,0.0,0.08,11.69,29.9870753,31.2118063
1984-07-11,35.11,18.08,8.33,99.44,0.0,7.9668,3.85,0.0,0.08,10.34,29.9870753,31.2118063
1984-07-12,33.87,18.13,8.49,99.35,0.0,7.8871,3.67,0.0,0.08,10.63,29.9870753,31.2118063
1984-07-13,35.69,18.42,8.26,99.11,0.0,7.71,2.76,0.0,0.08,9.87,29.9870753,31.2118063
1984-07-14,35.76,20.19,8.03,99.03,0.0,7.8799,2.82,0.0,0.08,10.24,29.9870753,31.2118063
1984-07-15,35.44,19.21,8.35,99.02,0.0,7.9373,2.36,0.0,0.08,10.15,29.9870753,31.2118063
1984-07-16,37.25,20.65,8.57,98.94,0.0,7.8631,2.15,0.0,0.08,11.34,29.9870753,31.2118063
1984-07-17,38.01,23.67,7.19,99.01,0.0,7.8722,1.75,0.0,0.08,8.68,29.9870753,31.2118063
1984-07-18,40.02,23.09,6.94,99.2,0.0,7.8338,2.08,0.0,0.08,8.01,29.9870753,31.2118063
1984-07-19,39.87,21.48,8.05,99.34,0.0,7.8598,3.37,0.0,0.08,9.87,29.9870753,31.2118063
1984-07-20,37.09,20.54,9.76,99.21,0.0,7.6049,3.52,0.0,0.08,13.13,29.9870753,31.2118063
1984-07-21,36.81,19.36,9.36,99.08,0.0,7.8766,3.09,0.0,0.08,11.94,29.9870753,31.2118063
1984-07-22,36.83,18.82,8.57,99.2,0.0,7.5065,2.29,0.0,0.08,10.34,29.9870753,31.2118063
1984-07-23,38.01,20.73,8.52,99.32,0.0,7.7909,2.19,0.0,0.08,11.12,29.9870753,31.2118063
1984-07-24,39.34,21.42,10.4,99.19,0.0,7.9488,3.17,0.0,0.08,13.97,29.9870753,31.2118063
1984-07-25,37.86,20.37,8.34,99.11,0.0,7.6466,3.3,0.0,0.08,10.23,29.9870753,31.2118063
1984-07-26,39.57,18.0,8.69,99.16,0.0,7.9786,3.1,0.0,0.08,11.09,29.9870753,31.2118063
1984-07-27,38.45,19.93,9.21,99.3,0.0,7.8655,3.1,0.0,0.08,11.81,29.9870753,31.2118063
1984-07-28,41.1,19.88,8.78,99.18,0.0,7.7909,3.2,0.0,0.08,11.19,29.9870753,31.2118063
1984-07-29,37.62,19.83,9.78,99.28,0.0,7.1693,3.71,0.0,0.08,12.99,29.9870753,31.2118063
1984-07-30,32.29,19.57,9.59,99.58,0.0,5.2414,4.15,0.0,0.08,13.2,29.9870753,31.2118063
1984-07-31,34.61,18.94,9.74,99.62,0.24,7.4878,3.87,0.0,0.08,13.44,29.9870753,31.2118063
1984-08-01,35.96,19.71,10.01,99.5,0.01,7.3884,3.84,0.0,0.08,13.65,29.9870753,31.2118063
1984-08-02,36.25,18.97,8.86,99.48,0.02,7.3543,3.41,0.0,0.08,11.34,29.9870753,31.2118063
1984-08-03,36.76,18.19,8.04,99.43,0.01,7.4321,2.94,0.0,0.08,10.04,29.9870753,31.2118063
1984-08-04,36.95,17.92,7.17,99.31,0.0,7.4863,2.65,0.0,0.08,8.13,29.9870753,31.2118063
1984-08-05,36.55,19.22,9.8,99.17,0.0,7.5869,3.28,0.0,0.08,12.95,29.9870753,31.2118063
1984-08-06,36.88,19.25,9.55,99.07,0.0,7.6159,2.67,0.0,0.08,12.69,29.9870753,31.2118063
1984-08-07,37.05,20.68,9.71,99.26,0.0,7.5079,2.74,0.0,0.08,12.69,29.9870753,31.2118063
1984-08-08,37.17,20.11,8.21,99.43,0.0,7.7474,2.77,0.0,0.08,10.33,29.9870753,31.2118063
1984-08-09,37.04,19.45,8.57,99.57,0.0,7.1738,2.87,0.0,0.08,10.86,29.9870753,31.2118063
1984-08-10,37.67,19.73,8.68,99.59,0.0,7.2113,3.16,0.0,0.08,10.93,29.9870753,31.2118063
1984-08-11,37.7,19.42,8.75,99.38,0.0,7.4434,3.32,0.0,0.08,10.7,29.9870753,31.2118063
1984-08-12,38.16,19.52,10.05,99.18,0.0,7.1578,2.94,0.0,0.08,13.25,29.9870753,31.2118063
1984-08-13,39.18,20.25,9.3,99.22,0.0,7.181,3.01,0.0,0.08,11.76,29.9870753,31.2118063
1984-08-14,39.51,21.25,7.7,99.26,0.0,7.1755,2.94,0.0,0.08,9.57,29.9870753,31.2118063
1984-08-15,39.6,23.13,7.63,99.28,0.0,7.2142,2.36,0.0,0.08,9.71,29.9870753,31.2118063
1984-08-16,39.57,21.38,8.04,99.37,0.0,7.4206,2.57,0.0,0.08,10.42,29.9870753,31.2118063
1984-08-17,35.89,20.84,9.46,99.57,0.0,7.2751,3.32,0.0,0.08,12.68,29.9870753,31.2118063
1984-08-18,34.84,19.6,9.74,99.72,0.0,7.399,3.66,0.0,0.08,13.26,29.9870753,31.2118063
1984-08-19,35.67,18.56,9.14,99.63,0.0,7.1314,3.74,0.0,0.08,12.11,29.9870753,31.2118063
