date,temp_max,temp_min,humidity_specific,pressure,precipitation_total,solar_radiation,wind_speed,lat,lon
1987-11-17,30.61,14.96,5.67,101.14,0.0,3.7771,1.9,30.4439168,30.9707264
1987-11-18,28.13,11.88,5.81,101.1,0.0,3.8426,1.85,30.4439168,30.9707264
1987-11-19,25.99,13.68,9.11,101.35,0.01,3.0463,1.96,30.4439168,30.9707264
1987-11-20,24.14,13.91,7.84,101.2,0.04,3.0343,1.75,30.4439168,30.9707264
1987-11-21,24.14,11.68,6.66,101.1,0.02,3.7814,1.95,30.4439168,30.9707264
1987-11-22,25.03,11.78,4.48,101.29,0.0,3.7198,1.24,30.4439168,30.9707264
1987-11-23,26.74,11.14,4.29,101.48,0.0,3.6698,1.5,30.4439168,30.9707264
1987-11-24,25.95,10.8,6.12,101.64,0.0,3.7802,2.44,30.4439168,30.9707264
1987-11-25,28.03,12.15,8.41,101.45,0.0,3.7306,3.13,30.4439168,30.9707264
1987-11-26,27.55,11.79,9.07,101.34,0.0,3.6014,2.06,30.4439168,30.9707264
1987-11-27,27.82,12.61,9.26,101.22,0.0,2.7386,1.78,30.4439168,30.9707264
1987-11-28,24.83,13.95,9.55,101.25,0.0,3.0547,1.64,30.4439168,30.9707264
1987-11-29,26.69,11.76,8.91,101.29,0.0,3.6074,2.44,30.4439168,30.9707264
1987-11-30,28.91,13.54,9.19,101.15,0.0,3.2066,1.47,30.4439168,30.9707264
1987-12-01,27.18,15.2,9.8,101.4,0.0,3.6571,2.2,30.4439168,30.9707264
1987-12-02,26.0,14.35,9.89,101.45,0.02,2.8884,2.2,30.4439168,30.9707264
1987-12-03,23.89,13.05,8.0,101.5,0.01,3.0787,3.24,30.4439168,30.9707264
1987-12-04,21.79,11.85,6.36,101.62,0.54,3.1654,3.96,30.4439168,30.9707264
1987-12-05,20.14,10.54,5.73,101.71,0.07,2.609,4.36,30.4439168,30.9707264
1987-12-06,20.67,10.66,5.67,101.88,0.23,2.8231,2.63,30.4439168,30.9707264
1987-12-07,23.53,10.3,6.13,101.93,0.0,3.5431,2.09,30.4439168,30.9707264
1987-12-08,26.27,11.32,4.98,101.9,0.0,3.4574,3.2,30.4439168,30.9707264
1987-12-09,24.6,12.01,5.18,101.8,0.0,3.1944,1.88,30.4439168,30.9707264
1987-12-10,23.37,15.06,4.55,101.15,0.0,2.0738,3.46,30.4439168,30.9707264
1987-12-11,24.42,10.74,4.34,100.84,0.0,3.2412,2.96,30.4439168,30.9707264
1987-12-12,21.36,12.11,6.16,100.93,0.11,2.7984,5.27,30.4439168,30.9707264
1987-12-13,21.75,10.59,7.57,101.62,0.36,2.8546,2.24,30.4439168,30.9707264
1987-12-14,22.22,10.32,7.26,101.75,0.06,3.1078,1.41,30.4439168,30.9707264
1987-12-15,22.9,8.93,7.17,101.54,0.0,3.295,1.4,30.4439168,30.9707264
1987-12-16,21.58,11.22,6.38,101.27,0.0,2.0722,1.33,30.4439168,30.9707264
1987-12-17,23.76,8.33,5.53,101.06,0.0,3.1687,1.96,30.4439168,30.9707264
1987-12-18,18.57,9.5,7.57,100.91,1.33,3.2374,2.5,30.4439168,30.9707264
1987-12-19,18.61,9.84,7.35,101.09,0.73,2.0767,2.86,30.4439168,30.9707264
1987-12-20,20.3,11.27,5.8,101.58,0.15,3.4423,3.72,30.4439168,30.9707264
1987-12-21,17.92,9.23,5.21,101.01,0.27,1.5598,5.33,30.4439168,30.9707264
1987-12-22,16.0,9.89,6.24,100.65,4.75,1.6313,4.51,30.4439168,30.9707264
1987-12-23,16.04,8.79,6.48,100.77,1.59,2.5697,4.31,30.4439168,30.9707264
1987-12-24,18.88,9.57,6.28,101.39,0.88,2.5668,2.9,30.4439168,30.9707264
1987-12-25,19.55,6.53,5.52,101.56,0.08,2.9813,3.09,30.4439168,30.9707264
1987-12-26,17.92,7.52,5.09,101.96,0.01,2.2826,2.2,30.4439168,30.9707264
1987-12-27,18.46,6.84,5.17,102.17,0.03,3.0374,2.55,30.4439168,30.9707264
1987-12-28,18.29,6.37,4.86,102.34,0.02,3.091,1.94,30.4439168,30.9707264
1987-12-29,18.35,5.0,5.96,102.19,0.02,1.9795,1.75,30.4439168,30.9707264
1987-12-30,20.67,9.88,7.21,102.01,0.12,3.1798,2.08,30.4439168,30.9707264
1987-12-31,18.82,8.27,6.72,101.76,0.03,2.723,1.35,30.4439168,30.9707264
1988-01-01,16.67,8.93,6.21,101.68,0.0,2.9335,1.0,30.4439168,30.9707264
1988-01-02,23.89,8.59,6.54,101.64,0.0,3.4123,1.48,30.4439168,30.9707264
1988-01-03,18.74,10.2,7.24,101.5,0.94,2.4535,0.95,30.4439168,30.9707264
1988-01-04,16.91,10.67,8.64,101.13,5.01,1.1134,1.54,30.4439168,30.9707264
1988-01-05,18.74,9.66,8.13,101.18,1.32,2.0004,2.2,30.4439168,30.9707264
1988-01-06,17.63,9.39,7.46,101.73,9.67,3.1829,2.55,30.4439168,30.9707264
1988-01-07,20.14,8.69,7.15,101.97,1.92,3.8196,2.37,30.4439168,30.9707264
1988-01-08,19.44,8.34,7.04,102.1,0.51,3.6257,1.37,30.4439168,30.9707264
1988-01-09,16.69,8.31,6.47,101.69,0.0,2.2721,1.76,30.4439168,30.9707264
1988-01-10,23.52,8.44,5.58,101.01,0.02,3.3715,1.78,30.4439168,30.9707264
1988-01-11,17.7,5.81,4.91,100.78,0.06,2.3642,3.64,30.4439168,30.9707264
1988-01-12,17.74,8.15,6.7,101.43,0.7,3.1958,3.37,30.4439168,30.9707264
1988-01-13,19.81,7.38,6.95,102.02,0.25,2.8642,1.84,30.4439168,30.9707264
1988-01-14,18.1,9.44,6.9,101.72,0.74,2.0724,1.87,30.4439168,30.9707264
1988-01-15,18.65,10.35,6.39,101.65,0.11,3.6674,3.65,30.4439168,30.9707264
1988-01-16,17.42,7.88,5.23,101.79,1.38,3.3595,3.91,30.4439168,30.9707264
1988-01-17,15.57,5.14,4.64,102.06,1.13,2.8754,2.67,30.4439168,30.9707264
1988-01-18,17.7,5.06,5.11,102.19,0.11,1.9334,1.81,30.4439168,30.9707264
1988-01-19,18.95,7.74,5.96,102.08,0.8,3.1697,1.14,30.4439168,30.9707264
1988-01-20,20.37,8.33,6.05,101.72,0.0,3.6324,1.17,30.4439168,30.9707264
1988-01-21,19.1,7.8,6.31,101.56,0.0,3.6046,1.25,30.4439168,30.9707264
1988-01-22,19.84,7.68,5.5,101.35,0.0,3.7315,0.91,30.4439168,30.9707264
1988-01-23,20.3,5.78,4.39,100.95,0.0,3.8726,3.07,30.4439168,30.9707264
1988-01-24,19.99,6.7,4.74,100.9,0.0,3.6559,4.64,30.4439168,30.9707264
1988-01-25,20.21,7.49,6.2,101.28,0.0,3.3809,3.0,30.4439168,30.9707264
1988-01-26,20.43,8.96,6.72,101.75,0.0,3.5417,1.99,30.4439168,30.9707264
1988-01-27,20.98,7.54,6.71,101.7,0.0,3.9022,1.68,30.4439168,30.9707264
1988-01-28,21.3,8.59,7.75,101.58,0.0,3.7164,1.89,30.4439168,30.9707264
1988-01-29,20.66,8.77,7.11,101.68,0.0,3.6658,1.13,30.4439168,30.9707264
1988-01-30,22.35,8.44,6.18,101.39,0.0,3.9298,1.42,30.4439168,30.9707264
1988-01-31,24.96,8.66,5.17,100.75,0.0,4.303,3.95,30.4439168,30.9707264
1988-02-01,16.07,8.21,5.83,100.3,1.26,2.3635,6.11,30.4439168,30.9707264
1988-02-02,15.11,9.94,5.95,100.95,1.36,2.4336,4.72,30.4439168,30.9707264
1988-02-03,18.88,5.92,5.55,101.78,0.13,3.1046,1.79,30.4439168,30.9707264
1988-02-04,19.64,8.72,6.14,101.91,0.01,4.1482,1.41,30.4439168,30.9707264
1988-02-05,23.28,7.7,6.61,101.6,0.0,4.0118,2.75,30.4439168,30.9707264
1988-02-06,21.74,9.73,7.19,101.08,0.0,4.6632,2.05,30.4439168,30.9707264
1988-02-07,22.28,8.55,7.1,101.32,0.0,4.7959,2.83,30.4439168,30.9707264
1988-02-08,20.87,7.63,6.32,101.53,0.0,4.0498,2.37,30.4439168,30.9707264
1988-02-09,20.95,6.79,6.06,101.42,0.0,3.948,1.73,30.4439168,30.9707264
1988-02-10,20.81,6.84,5.81,101.37,0.01,4.4894,1.51,30.4439168,30.9707264
1988-02-11,21.08,6.49,6.38,101.25,0.03,3.2222,2.31,30.4439168,30.9707264
1988-02-12,22.73,10.67,7.82,100.85,0.49,3.672,2.62,30.4439168,30.9707264
1988-02-13,20.81,9.82,7.31,101.02,0.2,3.167,2.93,30.4439168,30.9707264
1988-02-14,20.96,7.32,5.43,101.11,0.1,4.5979,2.03,30.4439168,30.9707264
1988-02-15,18.23,7.11,4.69,100.76,0.62,3.739,3.05,30.4439168,30.9707264
1988-02-16,18.43,7.43,5.91,100.83,0.8,3.7349,3.26,30.4439168,30.9707264
1988-02-17,17.95,8.65,6.37,101.15,1.53,3.3451,3.69,30.4439168,30.9707264
1988-02-18,16.71,6.49,5.42,101.33,0.42,3.2304,3.3,30.4439168,30.9707264
1988-02-19,19.39,5.66,4.51,101.5,0.01,4.2898,1.97,30.4439168,30.9707264
1988-02-20,23.33,6.9,3.73,101.12,0.0,4.8226,2.44,30.4439168,30.9707264
1988-02-21,22.27,7.79,6.06,101.26,0.03,4.8806,2.77,30.4439168,30.9707264
1988-02-22,18.97,7.95,5.54,101.27,0.3,3.707,3.35,30.4439168,30.9707264
1988-02-23,15.22,6.01,5.02,101.29,0.48,2.3674,3.47,30.4439168,30.9707264
1988-02-24,18.26,5.77,4.57,101.48,0.26,4.1035,2.06,30.4439168,30.9707264
1988-02-25,20.53,5.52,3.98,101.4,0.03,5.5397,1.57,30.4439168,30.9707264
1988-02-26,25.82,9.65,3.0,100.95,0.08,2.9141,3.23,30.4439168,30.9707264
1988-02-27,28.05,11.2,4.94,100.91,0.0,4.3342,2.68,30.4439168,30.9707264
1988-02-28,30.02,12.82,6.08,100.58,0.0,1.5595,3.34,30.4439168,30.9707264
1988-02-29,25.33,12.34,8.01,100.77,0.02,4.6073,2.09,30.4439168,30.9707264
1988-03-01,27.17,12.44,7.43,100.66,0.07,4.3236,1.46,30.4439168,30.9707264
1988-03-02,26.02,11.96,7.53,100.54,0.0,4.3956,3.25,30.4439168,30.9707264
1988-03-03,19.58,10.38,7.68,100.65,1.42,2.9124,2.94,30.4439168,30.9707264
1988-03-04,20.54,10.58,6.52,101.04,2.59,1.441,2.89,30.4439168,30.9707264
1988-03-05,21.18,9.02,4.95,101.33,0.0,4.3195,2.29,30.4439168,30.9707264
1988-03-06,21.6,10.67,7.34,100.79,3.12,1.3742,2.77,30.4439168,30.9707264
1988-03-07,20.8,13.36,9.29,100.39,4.69,3.3293,1.85,30.4439168,30.9707264
1988-03-08,21.85,11.99,6.42,100.32,1.36,5.2618,4.18,30.4439168,30.9707264
1988-03-09,21.84,10.97,4.72,100.87,0.0,5.0923,5.15,30.4439168,30.9707264
1988-03-10,22.17,7.42,4.61,101.31,0.0,5.2946,2.92,30.4439168,30.9707264
1988-03-11,20.36,8.96,5.2,101.59,0.0,5.1576,3.06,30.4439168,30.9707264
1988-03-12,21.96,7.19,4.86,101.53,0.02,5.1737,1.47,30.4439168,30.9707264
1988-03-13,20.75,7.61,5.59,101.56,0.07,5.1864,3.19,30.4439168,30.9707264
1988-03-14,22.88,6.61,5.55,101.94,0.03,4.649,1.53,30.4439168,30.9707264
1988-03-15,24.05,6.95,5.08,102.01,0.0,6.1471,2.07,30.4439168,30.9707264
1988-03-16,25.21,6.33,5.78,101.72,0.02,5.7487,2.82,30.4439168,30.9707264
1988-03-17,26.58,7.63,6.31,101.07,0.01,5.9911,2.17,30.4439168,30.9707264
1988-03-18,26.96,7.66,4.93,100.82,0.0,5.9354,2.74,30.4439168,30.9707264
1988-03-19,23.82,10.08,5.74,100.57,0.32,4.5444,3.39,30.4439168,30.9707264
1988-03-20,22.18,9.17,6.3,100.97,0.24,5.0244,4.26,30.4439168,30.9707264
1988-03-21,22.17,7.79,4.79,101.43,0.0,3.6034,3.14,30.4439168,30.9707264
1988-03-22,22.29,8.34,5.21,101.56,0.02,5.664,3.25,30.4439168,30.9707264
1988-03-23,24.32,8.84,5.24,101.75,0.0,5.6666,1.04,30.4439168,30.9707264
1988-03-24,29.98,9.47,5.12,101.2,0.0,6.1601,1.39,30.4439168,30.9707264
1988-03-25,29.85,11.81,5.8,101.05,0.02,5.9923,3.84,30.4439168,30.9707264
1988-03-26,24.02,9.98,6.35,101.41,0.01,5.8915,3.38,30.4439168,30.9707264
1988-03-27,28.19,9.32,6.23,101.22,0.0,5.9986,2.96,30.4439168,30.9707264
1988-03-28,30.37,9.49,5.82,101.09,0.0,6.5614,1.42,30.4439168,30.9707264
1988-03-29,26.01,10.52,6.09,101.27,0.0,6.0691,3.44,30.4439168,30.9707264
1988-03-30,23.17,7.91,5.08,101.75,0.0,6.3398,2.51,30.4439168,30.9707264
1988-03-31,25.96,8.1,5.06,101.83,0.0,6.6619,2.97,30.4439168,30.9707264
1988-04-01,28.04,8.62,5.94,101.55,0.0,6.1584,3.29,30.4439168,30.9707264
1988-04-02,29.87,8.87,6.25,101.38,0.0,6.0017,3.23,30.4439168,30.9707264
1988-04-03,30.12,10.87,6.15,101.5,0.0,5.994,3.29,30.4439168,30.9707264
1988-04-04,29.66,9.73,6.01,101.55,0.0,5.9126,3.21,30.4439168,30.9707264
1988-04-05,29.65,11.68,6.29,101.39,0.0,6.0871,4.12,30.4439168,30.9707264
1988-04-06,32.72,12.05,6.32,101.12,0.0,3.5964,4.37,30.4439168,30.9707264
1988-04-07,35.89,13.45,6.48,100.87,0.0,5.605,4.52,30.4439168,30.9707264
1988-04-08,35.64,15.04,7.79,100.76,0.0,4.735,3.53,30.4439168,30.9707264
1988-04-09,35.42,13.66,7.53,100.69,0.0,6.1022,2.75,30.4439168,30.9707264
1988-04-10,36.52,14.31,7.07,100.62,0.0,5.5975,3.17,30.4439168,30.9707264
1988-04-11,36.12,18.69,7.03,100.55,0.0,6.695,3.6,30.4439168,30.9707264
1988-04-12,33.53,14.41,7.76,100.88,0.0,6.8167,2.64,30.4439168,30.9707264
1988-04-13,28.46,13.38,7.41,101.02,0.0,6.3794,3.02,30.4439168,30.9707264
1988-04-14,28.13,11.5,6.09,100.91,0.0,6.3509,1.74,30.4439168,30.9707264
1988-04-15,29.99,12.61,5.44,100.5,0.0,5.1403,1.56,30.4439168,30.9707264
1988-04-16,27.19,13.85,7.56,100.38,0.46,5.5414,3.68,30.4439168,30.9707264
1988-04-17,26.58,13.05,6.3,101.06,0.05,6.1716,2.8,30.4439168,30.9707264
1988-04-18,27.6,12.0,5.41,101.09,0.0,7.2708,1.59,30.4439168,30.9707264
1988-04-19,30.23,13.05,5.99,100.5,0.0,6.8405,3.1,30.4439168,30.9707264
1988-04-20,26.48,12.78,6.45,100.7,0.0,6.7226,3.69,30.4439168,30.9707264
1988-04-21,26.46,12.11,5.86,101.04,0.0,6.545,2.26,30.4439168,30.9707264
1988-04-22,28.65,11.72,6.25,100.92,0.21,4.9807,2.3,30.4439168,30.9707264
1988-04-23,30.36,14.07,7.87,100.61,0.03,6.8666,4.3,30.4439168,30.9707264
1988-04-24,27.87,11.82,7.1,100.82,0.13,6.6742,3.42,30.4439168,30.9707264
1988-04-25,30.29,11.64,6.3,101.03,0.0,7.3908,2.33,30.4439168,30.9707264
1988-04-26,33.85,12.55,4.95,101.04,0.0,6.9581,2.39,30.4439168,30.9707264
1988-04-27,32.91,15.72,3.91,100.86,0.02,5.0962,1.88,30.4439168,30.9707264
1988-04-28,40.83,18.79,4.98,100.43,0.0,6.5993,3.6,30.4439168,30.9707264
1988-04-29,37.34,15.98,7.68,100.61,0.0,6.7625,2.22,30.4439168,30.9707264
1988-04-30,32.97,15.89,8.15,100.69,0.08,6.8558,4.11,30.4439168,30.9707264
1988-05-01,29.65,13.11,6.89,100.99,0.0,7.3534,3.41,30.4439168,30.9707264
1988-05-02,31.91,13.19,6.4,101.05,0.0,7.6738,2.87,30.4439168,30.9707264
1988-05-03,31.67,14.51,7.27,101.38,0.0,7.6723,3.49,30.4439168,30.9707264
1988-05-04,29.64,13.89,7.37,101.54,0.0,6.8986,3.74,30.4439168,30.9707264
1988-05-05,31.93,12.92,6.72,101.51,0.0,7.583,3.77,30.4439168,30.9707264
1988-05-06,33.82,13.15,6.34,101.34,0.0,7.6078,3.63,30.4439168,30.9707264
1988-05-07,37.37,14.02,6.97,101.11,0.0,7.3822,2.63,30.4439168,30.9707264
1988-05-08,36.51,15.91,6.93,101.0,0.0,7.3819,3.25,30.4439168,30.9707264
1988-05-09,35.11,15.53,7.82,101.08,0.0,7.4143,3.18,30.4439168,30.9707264
1988-05-10,37.35,16.1,7.01,100.94,0.0,7.3862,2.07,30.4439168,30.9707264
1988-05-11,39.13,18.29,5.7,100.73,0.0,7.4366,2.31,30.4439168,30.9707264
1988-05-12,37.44,16.24,7.13,100.9,0.0,7.807,2.91,30.4439168,30.9707264
1988-05-13,38.79,16.07,7.57,100.85,0.0,7.781,4.07,30.4439168,30.9707264
1988-05-14,43.3,18.09,7.43,100.49,0.0,7.6368,4.29,30.4439168,30.9707264
1988-05-15,45.94,19.72,6.83,100.27,0.0,7.4662,2.26,30.4439168,30.9707264
1988-05-16,45.98,25.49,5.24,100.37,0.0,7.4748,2.8,30.4439168,30.9707264
1988-05-17,38.91,20.69,8.51,100.79,0.0,7.1026,3.57,30.4439168,30.9707264
1988-05-18,39.19,18.48,7.64,100.92,0.0,7.7573,2.6,30.4439168,30.9707264
1988-05-19,44.08,22.05,5.83,100.54,0.0,6.8779,2.59,30.4439168,30.9707264
1988-05-20,39.04,21.31,8.55,100.68,0.0,7.1126,3.98,30.4439168,30.9707264
1988-05-21,37.81,17.41,6.42,101.19,0.0,7.2221,2.91,30.4439168,30.9707264
1988-05-22,37.07,17.95,6.22,101.3,0.0,7.7419,2.62,30.4439168,30.9707264
1988-05-23,36.35,19.32,6.38,101.07,0.0,7.6843,2.97,30.4439168,30.9707264
1988-05-24,36.38,19.31,6.14,100.93,0.0,7.5252,3.42,30.4439168,30.9707264
1988-05-25,39.94,19.36,6.6,100.48,0.0,4.3874,3.22,30.4439168,30.9707264
1988-05-26,33.44,20.25,8.26,100.4,0.0,6.8986,4.79,30.4439168,30.9707264
1988-05-27,33.95,17.18,7.79,100.83,0.0,7.2881,3.1,30.4439168,30.9707264
1988-05-28,37.37,17.13,6.56,100.89,0.0,7.7342,3.04,30.4439168,30.9707264
1988-05-29,41.12,19.48,6.95,100.65,0.0,7.3778,4.08,30.4439168,30.9707264
1988-05-30,37.56,19.6,8.08,100.94,0.0,6.8971,3.73,30.4439168,30.9707264
1988-05-31,35.44,17.01,7.65,101.0,0.0,7.1059,3.61,30.4439168,30.9707264
1988-06-01,36.93,16.88,8.67,100.81,0.0,7.7705,2.97,30.4439168,30.9707264
1988-06-02,39.17,18.51,7.73,100.58,0.0,7.1796,1.93,30.4439168,30.9707264
1988-06-03,41.59,22.25,7.62,100.39,0.0,7.4928,3.18,30.4439168,30.9707264
1988-06-04,36.68,20.28,9.14,100.73,0.0,7.5163,3.68,30.4439168,30.9707264
1988-06-05,36.58,17.12,7.41,100.89,0.0,8.0402,2.93,30.4439168,30.9707264
1988-06-06,37.07,16.89,7.36,100.76,0.0,7.7964,2.88,30.4439168,30.9707264
1988-06-07,39.84,17.12,7.74,100.69,0.0,7.3433,3.01,30.4439168,30.9707264
1988-06-08,40.83,18.64,7.69,100.67,0.0,6.6888,2.93,30.4439168,30.9707264
1988-06-09,42.27,21.32,6.47,100.49,0.0,7.0538,2.54,30.4439168,30.9707264
1988-06-10,44.41,23.76,6.45,100.0,0.0,6.1279,1.27,30.4439168,30.9707264
1988-06-11,38.09,23.58,11.08,99.87,0.0,6.4546,4.36,30.4439168,30.9707264
1988-06-12,37.65,22.03,11.02,100.38,0.0,7.8386,4.02,30.4439168,30.9707264
1988-06-13,38.9,20.47,9.14,100.71,0.0,6.6881,3.4,30.4439168,30.9707264
1988-06-14,40.54,19.92,7.93,100.88,0.0,6.727,3.23,30.4439168,30.9707264
1988-06-15,39.62,19.47,9.96,100.82,0.0,7.7798,3.65,30.4439168,30.9707264
1988-06-16,40.48,21.56,8.62,100.45,0.0,6.8914,3.88,30.4439168,30.9707264
1988-06-17,39.29,19.68,8.29,100.65,0.0,7.4234,3.27,30.4439168,30.9707264
1988-06-18,42.44,21.1,7.22,100.94,0.0,7.3882,2.49,30.4439168,30.9707264
1988-06-19,42.41,23.52,7.69,100.95,0.0,7.5206,2.63,30.4439168,30.9707264
1988-06-20,44.88,24.64,6.43,100.47,0.0,6.9838,2.09,30.4439168,30.9707264
1988-06-21,39.98,23.39,8.54,100.57,0.0,7.1609,3.95,30.4439168,30.9707264
1988-06-22,37.26,20.39,10.15,100.85,0.0,6.7231,3.64,30.4439168,30.9707264
1988-06-23,34.79,20.35,9.91,100.78,0.0,8.0621,4.31,30.4439168,30.9707264
1988-06-24,35.58,20.82,8.54,100.58,0.0,7.4633,3.48,30.4439168,30.9707264
1988-06-25,37.73,19.18,8.99,100.69,0.0,7.363,3.01,30.4439168,30.9707264
1988-06-26,38.73,18.77,8.45,100.84,0.0,7.626,3.53,30.4439168,30.9707264
1988-06-27,41.26,20.46,8.19,100.79,0.0,7.6282,3.42,30.4439168,30.9707264
1988-06-28,44.8,21.88,7.55,100.6,0.0,7.7537,2.18,30.4439168,30.9707264
1988-06-29,47.38,26.24,6.73,100.46,0.0,7.7462,3.32,30.4439168,30.9707264
1988-06-30,42.7,23.19,10.32,100.37,0.0,7.3152,4.32,30.4439168,30.9707264
1988-07-01,38.98,22.69,11.66,100.06,0.0,7.7254,4.67,30.4439168,30.9707264
1988-07-02,39.26,21.51,10.69,100.14,0.0,7.2101,3.18,30.4439168,30.9707264
1988-07-03,41.43,22.22,10.27,100.4,0.0,7.1746,3.0,30.4439168,30.9707264
1988-07-04,42.94,22.26,9.33,100.43,0.0,7.2703,2.43,30.4439168,30.9707264
1988-07-05,43.87,22.19,9.05,100.25,0.0,6.9521,2.71,30.4439168,30.9707264
1988-07-06,43.99,22.98,10.84,100.12,0.0,7.6538,2.96,30.4439168,30.9707264
1988-07-07,43.42,23.07,10.68,100.12,0.0,7.5562,2.96,30.4439168,30.9707264
1988-07-08,44.84,23.38,10.91,100.0,0.0,7.2247,3.18,30.4439168,30.9707264
1988-07-09,44.4,24.35,10.26,99.98,0.0,7.434,2.56,30.4439168,30.9707264
1988-07-10,44.76,24.03,10.73,100.06,0.0,7.219,2.72,30.4439168,30.9707264
1988-07-11,41.65,24.1,11.21,100.1,0.0,7.3438,3.95,30.4439168,30.9707264
1988-07-12,40.41,23.76,11.71,100.3,0.0,7.6183,3.85,30.4439168,30.9707264
1988-07-13,39.99,22.15,10.44,100.54,0.0,7.7477,3.41,30.4439168,30.9707264
1988-07-14,39.89,20.86,9.9,100.61,0.0,7.2926,3.08,30.4439168,30.9707264
1988-07-15,40.12,20.97,10.0,100.5,0.0,7.3507,3.02,30.4439168,30.9707264
1988-07-16,41.79,21.97,10.59,100.27,0.0,7.1654,3.18,30.4439168,30.9707264
1988-07-17,41.36,21.01,9.62,100.22,0.0,6.9106,3.23,30.4439168,30.9707264
1988-07-18,41.54,22.01,10.99,100.21,0.0,7.2053,3.55,30.4439168,30.9707264
1988-07-19,39.09,21.85,11.61,100.25,0.0,7.265,3.22,30.4439168,30.9707264
1988-07-20,37.8,21.67,11.75,100.39,0.0,7.2598,3.31,30.4439168,30.9707264
1988-07-21,39.35,21.77,10.84,100.44,0.0,7.1486,2.78,30.4439168,30.9707264
1988-07-22,40.3,22.16,10.54,100.35,0.0,6.942,2.17,30.4439168,30.9707264
1988-07-23,42.62,22.72,11.27,100.31,0.0,6.8062,2.39,30.4439168,30.9707264
1988-07-24,42.36,23.37,11.16,100.35,0.0,6.7963,3.16,30.4439168,30.9707264
1988-07-25,41.86,21.93,10.52,100.32,0.0,7.0546,2.89,30.4439168,30.9707264
1988-07-26,42.26,22.24,10.91,100.25,0.0,6.8117,2.52,30.4439168,30.9707264
1988-07-27,41.85,22.16,11.45,100.24,0.0,6.8578,3.0,30.4439168,30.9707264
1988-07-28,39.82,23.52,12.62,100.1,0.0,6.7889,3.77,30.4439168,30.9707264
1988-07-29,37.38,22.96,12.4,99.88,0.0,6.5318,3.21,30.4439168,30.9707264
1988-07-30,39.86,24.57,12.6,100.23,0.0,6.8237,2.73,30.4439168,30.9707264
1988-07-31,41.52,24.87,10.57,100.6,0.0,6.5962,2.36,30.4439168,30.9707264
1988-08-01,40.84,23.99,10.82,100.67,0.0,7.7237,2.91,30.4439168,30.9707264
1988-08-02,39.41,22.26,11.44,100.4,0.0,6.8496,3.05,30.4439168,30.9707264
1988-08-03,40.41,24.11,12.75,100.22,0.0,6.516,3.63,30.4439168,30.9707264
1988-08-04,40.07,23.6,10.86,100.25,0.0,6.4558,2.48,30.4439168,30.9707264
1988-08-05,40.29,22.06,9.67,100.38,0.0,6.535,2.01,30.4439168,30.9707264
1988-08-06,40.35,22.76,8.27,100.35,0.0,7.0598,1.76,30.4439168,30.9707264
1988-08-07,39.24,21.97,7.4,100.29,0.0,6.8566,2.3,30.4439168,30.9707264
1988-08-08,39.17,21.91,8.33,100.3,0.0,7.032,2.21,30.4439168,30.9707264
1988-08-09,40.22,22.44,7.35,100.43,0.0,6.8172,2.59,30.4439168,30.9707264
1988-08-10,40.37,22.48,9.88,100.53,0.0,7.2941,2.76,30.4439168,30.9707264
1988-08-11,38.94,21.92,10.46,100.55,0.0,5.8584,2.7,30.4439168,30.9707264
1988-08-12,39.67,20.86,10.48,100.49,0.0,7.5038,2.38,30.4439168,30.9707264
1988-08-13,40.14,22.4,10.97,100.41,0.0,6.5832,2.69,30.4439168,30.9707264
1988-08-14,40.81,21.78,10.5,100.45,0.0,7.0906,2.73,30.4439168,30.9707264
1988-08-15,39.95,22.14,8.61,100.46,0.0,7.0865,2.39,30.4439168,30.9707264
1988-08-16,40.46,21.65,8.72,100.3,0.0,6.9506,2.27,30.4439168,30.9707264
1988-08-17,40.19,21.12,9.19,100.31,0.0,5.8193,1.73,30.4439168,30.9707264
1988-08-18,40.14,22.22,10.8,100.36,0.0,5.963,2.32,30.4439168,30.9707264
1988-08-19,39.65,22.02,10.91,100.39,0.0,5.6746,2.14,30.4439168,30.9707264
1988-08-20,41.62,22.57,10.6,100.43,0.0,6.1502,1.86,30.4439168,30.9707264
1988-08-21,42.26,23.52,11.99,100.57,0.0,6.1999,2.73,30.4439168,30.9707264
1988-08-22,41.12,23.49,10.96,100.56,0.0,6.0754,3.07,30.4439168,30.9707264
1988-08-23,39.95,21.43,11.71,100.31,0.0,5.7329,3.0,30.4439168,30.9707264
1988-08-24,41.7,22.6,12.08,100.12,0.0,6.8129,2.95,30.4439168,30.9707264
1988-08-25,41.39,22.53,12.68,100.2,0.0,7.0884,3.03,30.4439168,30.9707264
1988-08-26,39.25,23.1,11.63,100.35,0.0,6.1961,2.44,30.4439168,30.9707264
1988-08-27,38.35,21.81,11.04,100.47,0.0,6.1949,2.16,30.4439168,30.9707264
1988-08-28,37.82,21.54,11.06,100.4,0.0,6.6845,2.92,30.4439168,30.9707264
1988-08-29,38.02,21.73,11.11,100.31,0.0,6.9528,3.39,30.4439168,30.9707264
1988-08-30,38.49,22.75,11.86,100.53,0.0,7.1508,2.66,30.4439168,30.9707264
1988-08-31,38.17,19.76,9.95,100.7,0.0,7.0294,2.39,30.4439168,30.9707264
1988-09-01,39.13,20.04,9.99,100.51,0.0,7.1021,2.41,30.4439168,30.9707264
1988-09-02,40.08,21.67,9.31,100.36,0.0,6.3398,2.1,30.4439168,30.9707264
