date,temp_max,temp_min,humidity_specific,pressure,precipitation_total,solar_radiation,wind_speed,lat,lon
2008-01-01,20.79,7.78,4.27,100.93,0.0,2.9609,2.13,30.4439168,30.9707264
2008-01-02,20.67,6.6,5.15,101.23,0.02,3.809,2.5,30.4439168,30.9707264
2008-01-03,18.66,7.62,6.17,101.51,0.76,3.1032,2.27,30.4439168,30.9707264
2008-01-04,19.38,7.16,6.67,101.93,0.14,3.0086,2.62,30.4439168,30.9707264
2008-01-05,20.5,7.28,5.97,102.19,0.0,3.21,2.61,30.4439168,30.9707264
2008-01-06,19.88,6.99,5.17,102.2,0.0,3.8244,1.92,30.4439168,30.9707264
2008-01-07,19.61,8.49,5.79,101.89,0.0,3.7522,1.17,30.4439168,30.9707264
2008-01-08,20.91,8.69,6.9,101.63,0.01,3.6624,1.62,30.4439168,30.9707264
2008-01-09,21.22,10.28,7.54,101.34,1.08,1.6793,1.74,30.4439168,30.9707264
2008-01-10,17.05,8.83,7.01,101.3,1.29,2.4578,2.63,30.4439168,30.9707264
2008-01-11,18.23,7.13,4.55,101.8,0.02,3.7246,2.96,30.4439168,30.9707264
2008-01-12,18.61,5.54,4.23,101.83,0.0,4.0373,2.58,30.4439168,30.9707264
2008-01-13,18.26,5.03,4.46,101.97,0.0,3.659,2.26,30.4439168,30.9707264
2008-01-14,17.88,5.45,4.36,102.13,0.0,3.6828,2.95,30.4439168,30.9707264
2008-01-15,18.29,4.44,4.41,102.16,0.0,4.1321,2.47,30.4439168,30.9707264
2008-01-16,19.5,3.23,4.13,102.03,0.0,3.7546,2.01,30.4439168,30.9707264
2008-01-17,21.52,3.9,3.66,101.75,0.0,4.08,2.43,30.4439168,30.9707264
2008-01-18,21.73,5.8,3.56,101.3,0.0,4.2845,2.23,30.4439168,30.9707264
2008-01-19,19.8,3.38,2.39,101.22,0.0,4.002,1.16,30.4439168,30.9707264
2008-01-20,19.57,7.29,4.44,101.47,0.0,3.5671,1.29,30.4439168,30.9707264
2008-01-21,18.69,6.9,5.88,101.42,0.1,1.6824,1.58,30.4439168,30.9707264
2008-01-22,16.5,6.57,6.26,101.0,0.54,1.8396,2.45,30.4439168,30.9707264
2008-01-23,20.24,7.35,5.59,101.23,0.02,3.5765,1.72,30.4439168,30.9707264
2008-01-24,21.03,6.9,4.94,101.51,0.0,3.8347,1.74,30.4439168,30.9707264
2008-01-25,20.18,6.19,5.36,101.15,0.06,3.727,1.25,30.4439168,30.9707264
2008-01-26,15.85,8.6,6.93,101.11,2.08,2.4415,2.83,30.4439168,30.9707264
2008-01-27,19.09,6.82,5.69,101.53,0.42,3.6358,2.36,30.4439168,30.9707264
2008-01-28,19.22,7.72,4.72,101.17,0.05,4.2439,4.47,30.4439168,30.9707264
2008-01-29,14.05,8.1,4.6,100.81,1.88,2.4065,6.39,30.4439168,30.9707264
2008-01-30,13.05,7.09,4.07,101.52,0.28,3.0622,6.0,30.4439168,30.9707264
2008-01-31,15.94,6.5,4.13,102.03,0.0,3.7433,3.55,30.4439168,30.9707264
2008-02-01,19.38,5.88,5.11,102.24,0.0,4.5912,1.62,30.4439168,30.9707264
2008-02-02,20.52,6.18,5.99,102.2,0.0,4.499,1.89,30.4439168,30.9707264
2008-02-03,21.57,7.42,6.18,102.18,0.0,4.5202,3.28,30.4439168,30.9707264
2008-02-04,22.52,7.44,6.0,101.87,0.0,4.555,3.12,30.4439168,30.9707264
2008-02-05,24.99,7.87,5.95,101.55,0.0,4.7186,2.64,30.4439168,30.9707264
2008-02-06,22.84,7.74,6.01,101.39,0.0,4.8194,2.46,30.4439168,30.9707264
2008-02-07,20.4,7.21,5.96,101.31,0.0,4.0754,2.25,30.4439168,30.9707264
2008-02-08,20.94,6.3,5.45,101.4,0.0,4.8048,1.63,30.4439168,30.9707264
2008-02-09,23.23,8.1,4.46,101.54,0.0,4.9133,0.78,30.4439168,30.9707264
2008-02-10,22.78,7.95,5.05,101.38,0.0,4.9351,1.37,30.4439168,30.9707264
2008-02-11,21.66,6.36,4.8,101.23,0.07,4.4018,2.53,30.4439168,30.9707264
2008-02-12,19.37,8.05,6.52,101.65,0.77,4.2132,2.79,30.4439168,30.9707264
2008-02-13,18.66,8.6,6.1,101.92,1.08,3.7786,1.83,30.4439168,30.9707264
2008-02-14,15.21,7.07,5.54,101.75,1.34,3.6994,3.59,30.4439168,30.9707264
2008-02-15,19.48,6.37,5.04,101.96,0.03,3.1286,2.19,30.4439168,30.9707264
2008-02-16,20.78,7.94,5.02,101.64,0.0,5.0186,1.18,30.4439168,30.9707264
2008-02-17,22.45,6.21,4.07,101.06,0.0,4.6687,2.84,30.4439168,30.9707264
2008-02-18,12.36,5.02,5.19,101.41,1.4,2.9304,3.98,30.4439168,30.9707264
2008-02-19,14.4,4.62,4.61,102.23,0.29,3.2546,3.47,30.4439168,30.9707264
2008-02-20,19.37,5.26,4.92,102.7,0.01,4.6289,2.54,30.4439168,30.9707264
2008-02-21,21.24,6.06,4.84,102.61,0.0,5.6328,3.06,30.4439168,30.9707264
2008-02-22,22.46,6.7,5.87,102.16,0.0,4.9147,2.87,30.4439168,30.9707264
2008-02-23,22.02,7.73,6.51,101.68,0.0,4.2094,2.51,30.4439168,30.9707264
2008-02-24,18.51,9.94,6.92,101.32,0.0,3.049,2.73,30.4439168,30.9707264
2008-02-25,19.43,8.07,6.11,101.11,2.42,4.3202,3.44,30.4439168,30.9707264
2008-02-26,21.43,7.17,5.12,101.56,0.01,5.5013,2.25,30.4439168,30.9707264
2008-02-27,22.7,7.14,5.01,101.93,0.0,5.7283,1.05,30.4439168,30.9707264
2008-02-28,23.8,7.8,6.04,101.79,0.0,4.477,1.72,30.4439168,30.9707264
2008-02-29,23.15,11.7,7.6,101.6,0.01,5.2522,2.5,30.4439168,30.9707264
2008-03-01,21.91,9.44,7.09,101.43,0.0,5.2181,2.28,30.4439168,30.9707264
2008-03-02,23.33,9.27,6.71,101.39,0.0,5.4082,2.21,30.4439168,30.9707264
2008-03-03,24.56,9.08,6.82,101.51,0.0,5.4739,2.02,30.4439168,30.9707264
2008-03-04,26.32,9.54,6.13,101.5,0.0,5.5409,2.02,30.4439168,30.9707264
2008-03-05,29.15,8.71,5.93,101.05,0.0,5.6873,2.03,30.4439168,30.9707264
2008-03-06,31.44,10.66,4.87,101.0,0.0,4.9913,1.58,30.4439168,30.9707264
2008-03-07,34.54,14.28,3.63,100.9,0.0,5.9174,2.81,30.4439168,30.9707264
2008-03-08,28.26,16.56,6.55,100.83,0.0,3.8719,1.62,30.4439168,30.9707264
2008-03-09,26.63,14.18,9.75,100.78,0.0,4.4047,2.19,30.4439168,30.9707264
2008-03-10,25.73,10.62,6.84,101.16,0.0,5.2872,2.69,30.4439168,30.9707264
2008-03-11,26.64,8.28,4.98,101.33,0.0,6.4958,2.21,30.4439168,30.9707264
2008-03-12,27.27,7.72,4.09,100.86,0.0,6.2134,1.52,30.4439168,30.9707264
2008-03-13,23.59,11.0,6.74,100.82,0.03,5.5061,3.34,30.4439168,30.9707264
2008-03-14,26.43,9.91,6.62,101.17,0.0,6.2026,2.67,30.4439168,30.9707264
2008-03-15,26.23,9.27,6.18,101.47,0.0,6.5916,2.76,30.4439168,30.9707264
2008-03-16,26.93,9.07,5.25,101.32,0.0,6.715,3.4,30.4439168,30.9707264
2008-03-17,28.64,8.67,6.28,100.94,0.0,6.6058,2.64,30.4439168,30.9707264
2008-03-18,30.73,10.13,5.46,100.92,0.0,6.2796,1.33,30.4439168,30.9707264
2008-03-19,32.04,14.86,5.58,101.09,0.0,6.3317,1.82,30.4439168,30.9707264
2008-03-20,33.92,12.13,5.33,101.06,0.0,6.6194,1.12,30.4439168,30.9707264
2008-03-21,37.36,16.49,3.19,100.57,0.0,6.4344,2.89,30.4439168,30.9707264
2008-03-22,39.04,18.73,2.57,100.43,0.0,5.7305,3.06,30.4439168,30.9707264
2008-03-23,39.91,18.58,2.14,100.47,0.0,6.9454,2.55,30.4439168,30.9707264
2008-03-24,38.68,17.14,3.1,100.51,0.0,5.5553,2.65,30.4439168,30.9707264
2008-03-25,34.07,15.02,6.1,100.53,0.0,5.7706,2.91,30.4439168,30.9707264
2008-03-26,25.89,12.15,6.64,100.88,0.0,6.5707,2.81,30.4439168,30.9707264
2008-03-27,26.35,10.84,6.45,100.75,0.0,7.0896,1.99,30.4439168,30.9707264
2008-03-28,30.7,12.01,5.04,100.18,0.0,4.3718,3.41,30.4439168,30.9707264
2008-03-29,28.21,13.24,6.06,100.32,0.0,5.1245,2.87,30.4439168,30.9707264
2008-03-30,24.76,11.57,6.55,100.73,0.0,6.0343,3.19,30.4439168,30.9707264
2008-03-31,24.78,11.59,6.56,100.93,0.0,6.1586,3.08,30.4439168,30.9707264
2008-04-01,25.93,10.24,5.66,101.15,0.0,7.1249,2.25,30.4439168,30.9707264
2008-04-02,28.82,9.25,5.22,101.17,0.0,7.3846,3.03,30.4439168,30.9707264
2008-04-03,31.03,9.69,5.56,100.9,0.0,6.9761,3.72,30.4439168,30.9707264
2008-04-04,27.06,10.17,6.13,101.15,0.0,6.612,2.18,30.4439168,30.9707264
2008-04-05,30.52,11.85,5.97,100.73,0.0,5.2476,3.41,30.4439168,30.9707264
2008-04-06,33.74,13.97,7.13,100.49,0.0,3.732,4.85,30.4439168,30.9707264
2008-04-07,26.22,10.86,6.2,101.29,0.0,6.1306,3.09,30.4439168,30.9707264
2008-04-08,26.83,10.24,5.94,101.32,0.0,7.5574,2.55,30.4439168,30.9707264
2008-04-09,29.56,9.44,4.53,101.02,0.0,6.2191,1.09,30.4439168,30.9707264
2008-04-10,31.06,16.34,4.93,100.5,0.0,6.1001,4.02,30.4439168,30.9707264
2008-04-11,30.75,14.96,7.59,101.03,0.0,6.9502,2.95,30.4439168,30.9707264
2008-04-12,31.98,12.73,7.15,101.29,0.0,6.2947,3.33,30.4439168,30.9707264
2008-04-13,35.9,13.68,7.21,101.18,0.0,6.9475,3.43,30.4439168,30.9707264
2008-04-14,39.99,15.68,7.16,100.67,0.0,6.9094,1.95,30.4439168,30.9707264
2008-04-15,38.02,18.62,6.49,100.63,0.0,6.4949,2.72,30.4439168,30.9707264
2008-04-16,30.31,14.79,7.8,101.3,0.0,7.1971,3.92,30.4439168,30.9707264
2008-04-17,29.77,12.29,6.16,101.53,0.0,7.1993,2.96,30.4439168,30.9707264
2008-04-18,35.2,11.97,5.82,101.11,0.0,6.9026,2.46,30.4439168,30.9707264
2008-04-19,36.65,14.26,6.59,100.94,0.0,7.5367,2.65,30.4439168,30.9707264
2008-04-20,34.23,13.96,7.48,101.12,0.0,7.2638,2.87,30.4439168,30.9707264
2008-04-21,39.41,15.02,5.8,100.99,0.0,7.2257,2.82,30.4439168,30.9707264
2008-04-22,41.76,19.05,4.15,100.82,0.0,7.3128,3.03,30.4439168,30.9707264
2008-04-23,44.53,20.0,4.11,100.56,0.0,7.548,2.54,30.4439168,30.9707264
2008-04-24,36.32,19.01,9.62,100.6,0.0,6.5263,3.42,30.4439168,30.9707264
2008-04-25,35.31,17.43,7.59,100.68,0.0,7.3718,3.77,30.4439168,30.9707264
2008-04-26,30.14,15.92,7.2,100.87,0.0,6.7762,3.52,30.4439168,30.9707264
2008-04-27,29.96,13.41,6.68,101.12,0.0,7.6776,2.68,30.4439168,30.9707264
2008-04-28,30.91,14.52,7.2,100.86,0.02,7.1467,2.56,30.4439168,30.9707264
2008-04-29,27.51,14.71,6.7,100.91,0.18,6.8114,2.88,30.4439168,30.9707264
2008-04-30,28.78,13.5,6.34,101.22,0.0,7.8852,2.22,30.4439168,30.9707264
2008-05-01,30.64,13.29,6.25,101.41,0.0,7.9505,2.64,30.4439168,30.9707264
2008-05-02,32.5,13.35,5.79,101.15,0.0,8.0064,2.77,30.4439168,30.9707264
2008-05-03,33.95,13.28,5.74,100.79,0.0,7.9075,2.64,30.4439168,30.9707264
2008-05-04,35.1,15.51,5.67,100.63,0.0,7.668,2.44,30.4439168,30.9707264
2008-05-05,37.47,17.45,6.2,100.58,0.0,7.5703,3.1,30.4439168,30.9707264
2008-05-06,31.33,15.55,7.33,100.95,0.0,7.9716,3.23,30.4439168,30.9707264
2008-05-07,30.68,14.26,6.98,100.88,0.0,7.891,3.02,30.4439168,30.9707264
2008-05-08,30.78,15.32,7.25,100.64,0.0,7.1455,2.99,30.4439168,30.9707264
2008-05-09,29.19,13.95,7.13,100.91,0.0,7.8898,3.15,30.4439168,30.9707264
2008-05-10,30.93,13.93,5.76,101.06,0.0,7.6366,2.29,30.4439168,30.9707264
2008-05-11,33.8,16.33,6.54,100.85,0.0,6.5131,2.12,30.4439168,30.9707264
2008-05-12,39.02,19.34,7.32,100.53,0.0,7.7477,3.28,30.4439168,30.9707264
2008-05-13,31.85,16.48,7.53,100.92,0.0,6.3799,2.89,30.4439168,30.9707264
2008-05-14,38.24,20.47,7.46,100.8,0.0,5.5116,2.01,30.4439168,30.9707264
2008-05-15,30.89,17.74,8.84,100.95,0.0,5.4948,3.9,30.4439168,30.9707264
2008-05-16,31.77,14.83,7.93,101.06,0.0,7.9382,2.86,30.4439168,30.9707264
2008-05-17,31.49,15.16,7.78,101.02,0.0,8.0573,2.84,30.4439168,30.9707264
2008-05-18,33.52,14.91,7.86,100.92,0.0,8.1245,2.79,30.4439168,30.9707264
2008-05-19,35.46,15.71,6.55,100.84,0.0,8.1199,2.67,30.4439168,30.9707264
2008-05-20,37.34,15.46,6.5,100.87,0.0,6.8978,3.25,30.4439168,30.9707264
2008-05-21,38.73,18.91,6.35,100.77,0.0,7.4952,3.07,30.4439168,30.9707264
2008-05-22,39.26,20.35,6.15,100.8,0.0,7.9625,3.12,30.4439168,30.9707264
2008-05-23,36.01,18.45,6.6,100.92,0.0,8.0986,3.22,30.4439168,30.9707264
2008-05-24,34.13,18.15,7.11,101.01,0.0,5.6321,2.44,30.4439168,30.9707264
2008-05-25,35.31,17.26,7.07,100.95,0.0,8.5154,3.2,30.4439168,30.9707264
2008-05-26,34.46,16.51,7.88,100.84,0.0,8.317,3.06,30.4439168,30.9707264
2008-05-27,35.25,17.33,8.23,100.78,0.0,8.2255,3.16,30.4439168,30.9707264
2008-05-28,36.46,17.08,7.95,100.8,0.0,8.4187,3.06,30.4439168,30.9707264
2008-05-29,37.85,16.89,7.74,100.61,0.0,8.6542,3.09,30.4439168,30.9707264
2008-05-30,39.29,17.26,7.57,100.6,0.0,8.3232,2.27,30.4439168,30.9707264
2008-05-31,39.72,19.89,9.22,100.66,0.0,8.1473,2.46,30.4439168,30.9707264
2008-06-01,40.2,19.06,8.49,100.58,0.0,8.0606,2.35,30.4439168,30.9707264
2008-06-02,39.39,22.28,7.41,100.46,0.0,7.9536,2.91,30.4439168,30.9707264
2008-06-03,36.97,19.0,8.72,100.61,0.0,8.2483,2.76,30.4439168,30.9707264
2008-06-04,41.63,19.56,7.55,100.78,0.0,8.0414,1.61,30.4439168,30.9707264
2008-06-05,38.46,23.04,8.51,100.77,0.0,6.709,3.61,30.4439168,30.9707264
2008-06-06,36.99,20.6,9.34,100.81,0.0,8.0232,3.23,30.4439168,30.9707264
2008-06-07,38.55,19.58,8.45,100.77,0.0,8.2639,2.71,30.4439168,30.9707264
2008-06-08,42.57,21.23,6.67,100.55,0.0,7.7597,1.66,30.4439168,30.9707264
2008-06-09,40.36,23.39,7.84,100.59,0.0,8.196,4.29,30.4439168,30.9707264
2008-06-10,36.08,20.73,9.19,100.84,0.0,8.0741,3.69,30.4439168,30.9707264
2008-06-11,36.21,19.06,8.88,100.62,0.0,8.389,3.66,30.4439168,30.9707264
2008-06-12,36.69,18.2,7.79,100.53,0.0,8.5193,2.75,30.4439168,30.9707264
2008-06-13,37.66,17.9,7.66,100.67,0.0,8.4883,2.92,30.4439168,30.9707264
2008-06-14,40.74,18.37,7.6,100.57,0.0,8.2862,2.82,30.4439168,30.9707264
2008-06-15,39.72,21.02,8.0,100.48,0.0,8.4557,3.22,30.4439168,30.9707264
2008-06-16,37.23,19.25,9.45,100.71,0.0,8.551,3.31,30.4439168,30.9707264
2008-06-17,37.56,18.17,8.28,100.76,0.0,8.5654,3.37,30.4439168,30.9707264
2008-06-18,40.5,18.22,8.73,100.53,0.0,8.4622,3.19,30.4439168,30.9707264
2008-06-19,40.74,20.24,8.96,100.33,0.0,8.5229,2.71,30.4439168,30.9707264
2008-06-20,43.09,20.02,8.38,100.19,0.0,8.5193,2.5,30.4439168,30.9707264
2008-06-21,43.73,21.73,9.4,100.32,0.0,8.3489,3.19,30.4439168,30.9707264
2008-06-22,39.0,21.3,10.7,100.49,0.0,8.4533,3.77,30.4439168,30.9707264
2008-06-23,39.34,21.65,10.33,100.46,0.0,8.1038,2.88,30.4439168,30.9707264
2008-06-24,40.37,21.43,9.34,100.37,0.0,8.2901,2.33,30.4439168,30.9707264
2008-06-25,39.64,21.07,9.41,100.32,0.0,8.0184,2.05,30.4439168,30.9707264
2008-06-26,40.66,22.06,8.5,100.46,0.0,8.2378,1.84,30.4439168,30.9707264
2008-06-27,39.93,23.51,7.43,100.52,0.0,8.1641,2.55,30.4439168,30.9707264
2008-06-28,41.23,22.24,8.98,100.56,0.0,8.4475,2.97,30.4439168,30.9707264
2008-06-29,40.93,21.15,9.28,100.57,0.0,8.4257,3.33,30.4439168,30.9707264
2008-06-30,41.25,21.48,10.96,100.41,0.0,8.2447,3.27,30.4439168,30.9707264
2008-07-01,40.99,22.37,11.93,100.25,0.0,8.0647,3.08,30.4439168,30.9707264
2008-07-02,40.62,21.94,10.75,100.23,0.0,8.2039,2.67,30.4439168,30.9707264
2008-07-03,37.63,20.87,10.34,100.26,0.0,8.1854,2.79,30.4439168,30.9707264
2008-07-04,39.8,22.71,10.86,100.32,0.0,7.9879,2.69,30.4439168,30.9707264
2008-07-05,39.23,21.7,11.18,100.43,0.0,8.1574,3.34,30.4439168,30.9707264
2008-07-06,39.33,21.96,11.19,100.4,0.0,8.1389,3.28,30.4439168,30.9707264
2008-07-07,41.26,21.87,11.22,100.34,0.0,8.1794,3.11,30.4439168,30.9707264
2008-07-08,40.36,23.17,11.34,100.23,0.0,8.0191,3.17,30.4439168,30.9707264
2008-07-09,41.98,21.19,10.03,100.13,0.0,8.329,2.51,30.4439168,30.9707264
2008-07-10,41.89,22.7,9.79,100.13,0.0,8.0474,1.88,30.4439168,30.9707264
2008-07-11,40.95,22.56,10.39,100.26,0.0,8.0102,2.68,30.4439168,30.9707264
2008-07-12,39.1,21.62,10.48,100.18,0.0,8.0482,2.53,30.4439168,30.9707264
2008-07-13,39.0,22.01,11.56,100.32,0.0,7.9949,2.84,30.4439168,30.9707264
2008-07-14,39.58,22.01,11.57,100.62,0.0,8.0722,2.85,30.4439168,30.9707264
2008-07-15,40.99,22.68,10.67,100.55,0.0,8.0388,3.01,30.4439168,30.9707264
2008-07-16,42.45,20.4,9.87,100.13,0.0,8.3131,2.37,30.4439168,30.9707264
2008-07-17,38.84,23.23,11.75,100.17,0.0,8.0419,3.9,30.4439168,30.9707264
2008-07-18,38.71,20.54,10.68,100.31,0.0,8.1991,3.03,30.4439168,30.9707264
2008-07-19,40.38,21.69,11.32,100.36,0.0,7.7971,2.53,30.4439168,30.9707264
2008-07-20,40.25,21.26,10.43,100.32,0.0,8.2759,2.49,30.4439168,30.9707264
2008-07-21,40.65,20.91,9.61,100.26,0.0,8.143,1.75,30.4439168,30.9707264
2008-07-22,42.34,21.99,10.21,100.23,0.0,8.0462,2.11,30.4439168,30.9707264
2008-07-23,41.51,21.73,9.97,100.24,0.0,8.1598,2.64,30.4439168,30.9707264
2008-07-24,40.41,22.16,11.19,100.28,0.0,7.6457,3.0,30.4439168,30.9707264
2008-07-25,36.78,21.98,11.19,100.4,0.0,8.0167,3.34,30.4439168,30.9707264
2008-07-26,35.87,22.05,10.44,100.48,0.0,7.8821,2.77,30.4439168,30.9707264
2008-07-27,37.22,20.76,10.57,100.46,0.0,8.0242,2.48,30.4439168,30.9707264
2008-07-28,38.17,22.53,10.45,100.39,0.0,8.0165,2.43,30.4439168,30.9707264
2008-07-29,38.27,21.34,11.13,100.37,0.0,7.9949,2.82,30.4439168,30.9707264
2008-07-30,38.56,21.4,12.21,100.35,0.0,7.8734,3.1,30.4439168,30.9707264
2008-07-31,39.99,21.78,11.9,100.31,0.0,7.8617,2.58,30.4439168,30.9707264
2008-08-01,41.44,21.9,11.4,100.28,0.0,7.4942,2.84,30.4439168,30.9707264
2008-08-02,41.19,22.91,11.45,100.33,0.0,7.769,2.88,30.4439168,30.9707264
2008-08-03,39.58,21.98,11.29,100.31,0.0,7.7407,3.09,30.4439168,30.9707264
2008-08-04,39.15,20.93,9.99,100.3,0.0,7.745,2.78,30.4439168,30.9707264
2008-08-05,38.21,20.94,10.49,100.22,0.0,7.8125,2.26,30.4439168,30.9707264
2008-08-06,39.37,21.67,11.2,100.12,0.0,7.6963,2.56,30.4439168,30.9707264
2008-08-07,40.65,21.57,10.42,100.04,0.0,7.8048,2.81,30.4439168,30.9707264
2008-08-08,40.54,21.76,10.68,100.07,0.0,7.6582,3.07,30.4439168,30.9707264
2008-08-09,40.03,22.44,10.31,100.14,0.0,7.5862,2.58,30.4439168,30.9707264
2008-08-10,39.95,21.67,10.59,100.11,0.0,7.6409,2.08,30.4439168,30.9707264
2008-08-11,40.99,21.42,11.48,100.09,0.0,7.4306,2.22,30.4439168,30.9707264
2008-08-12,39.14,23.34,11.89,100.27,0.0,7.6874,2.91,30.4439168,30.9707264
2008-08-13,37.25,21.61,11.56,100.34,0.0,7.4638,2.52,30.4439168,30.9707264
2008-08-14,39.93,22.04,11.9,100.2,0.0,7.2545,2.41,30.4439168,30.9707264
2008-08-15,40.04,22.02,10.93,100.06,0.0,7.4177,2.31,30.4439168,30.9707264
2008-08-16,40.68,25.12,8.87,99.96,0.0,7.3337,2.28,30.4439168,30.9707264
2008-08-17,40.83,22.44,10.52,100.22,0.0,7.397,2.41,30.4439168,30.9707264
2008-08-18,41.2,21.77,10.93,100.38,0.0,7.4573,2.58,30.4439168,30.9707264
2008-08-19,41.25,22.27,10.73,100.28,0.0,7.4549,2.22,30.4439168,30.9707264
2008-08-20,41.61,23.31,11.59,100.24,0.0,7.3512,2.34,30.4439168,30.9707264
2008-08-21,41.12,23.61,11.38,100.37,0.0,7.0406,2.36,30.4439168,30.9707264
2008-08-22,40.66,22.51,12.16,100.33,0.0,6.9053,2.98,30.4439168,30.9707264
2008-08-23,39.97,23.1,12.16,100.2,0.0,6.8438,2.96,30.4439168,30.9707264
2008-08-24,40.01,22.68,11.02,100.24,0.0,6.7349,2.51,30.4439168,30.9707264
2008-08-25,41.28,24.5,10.81,100.45,0.0,6.4363,1.88,30.4439168,30.9707264
2008-08-26,41.58,23.99,11.36,100.54,0.0,6.3794,2.49,30.4439168,30.9707264
2008-08-27,40.26,23.76,12.33,100.41,0.0,5.795,2.13,30.4439168,30.9707264
2008-08-28,41.29,24.39,12.85,100.38,0.0,6.0835,2.31,30.4439168,30.9707264
2008-08-29,41.28,23.94,14.12,100.52,0.0,6.1608,2.85,30.4439168,30.9707264
2008-08-30,40.23,23.56,12.97,100.58,0.0,6.7934,2.89,30.4439168,30.9707264
2008-08-31,38.63,22.01,12.0,100.62,0.0,6.9494,2.79,30.4439168,30.9707264
2008-09-01,37.04,21.72,12.18,100.73,0.0,6.9677,2.96,30.4439168,30.9707264
2008-09-02,37.05,22.63,12.14,100.8,0.0,6.8894,3.15,30.4439168,30.9707264
2008-09-03,36.66,21.49,11.67,100.73,0.0,6.9941,3.54,30.4439168,30.9707264
2008-09-04,37.29,21.47,12.14,100.65,0.0,6.5194,3.67,30.4439168,30.9707264
2008-09-05,38.18,22.72,12.32,100.63,0.0,6.4805,3.26,30.4439168,30.9707264
2008-09-06,38.77,21.9,12.52,100.52,0.0,6.4169,2.65,30.4439168,30.9707264
2008-09-07,38.79,21.93,11.79,100.41,0.0,6.6984,2.48,30.4439168,30.9707264
2008-09-08,37.84,20.29,11.46,100.49,0.0,6.875,2.46,30.4439168,30.9707264
2008-09-09,39.07,20.69,11.87,100.54,0.0,6.7786,2.3,30.4439168,30.9707264
2008-09-10,39.03,21.32,10.71,100.52,0.0,6.4387,1.92,30.4439168,30.9707264
2008-09-11,37.26,21.93,11.11,100.48,0.0,6.6161,2.02,30.4439168,30.9707264
2008-09-12,36.7,21.49,11.08,100.48,0.0,6.3797,2.26,30.4439168,30.9707264
2008-09-13,38.09,21.11,10.78,100.66,0.0,6.4303,1.84,30.4439168,30.9707264
2008-09-14,38.57,22.49,10.14,100.82,0.0,6.5018,2.39,30.4439168,30.9707264
2008-09-15,38.9,20.63,11.01,100.74,0.0,6.5345,2.36,30.4439168,30.9707264
2008-09-16,39.49,21.21,11.15,100.56,0.0,6.2477,2.2,30.4439168,30.9707264
2008-09-17,41.25,20.71,10.18,100.48,0.0,6.4601,2.14,30.4439168,30.9707264
2008-09-18,36.44,23.56,11.54,100.76,0.0,6.4226,3.57,30.4439168,30.9707264
2008-09-19,34.26,20.43,9.98,100.78,0.0,5.6798,2.66,30.4439168,30.9707264
2008-09-20,33.97,20.23,9.53,100.78,0.0,6.3816,1.97,30.4439168,30.9707264
2008-09-21,37.68,21.09,8.45,100.67,0.0,5.8985,1.95,30.4439168,30.9707264
2008-09-22,39.27,22.9,9.12,100.56,0.0,5.6446,2.56,30.4439168,30.9707264
2008-09-23,34.82,22.04,11.5,100.81,0.0,6.0739,3.29,30.4439168,30.9707264
2008-09-24,35.25,20.29,9.76,101.05,0.0,6.1622,2.4,30.4439168,30.9707264
2008-09-25,38.74,21.9,8.95,100.73,0.0,4.9898,3.43,30.4439168,30.9707264
2008-09-26,36.76,22.46,12.77,100.88,0.0,6.0283,3.63,30.4439168,30.9707264
2008-09-27,34.06,21.22,11.4,101.11,0.0,6.1246,3.31,30.4439168,30.9707264
2008-09-28,34.41,20.06,10.36,101.15,0.0,5.9124,2.44,30.4439168,30.9707264
2008-09-29,38.96,21.25,10.06,100.95,0.0,5.7612,3.31,30.4439168,30.9707264
2008-09-30,31.78,20.4,10.41,101.33,0.0,5.773,3.55,30.4439168,30.9707264
2008-10-01,32.43,19.07,9.23,101.5,0.0,5.8171,2.7,30.4439168,30.9707264
2008-10-02,32.74,18.69,9.84,101.42,0.0,5.49,3.01,30.4439168,30.9707264
2008-10-03,35.3,18.39,10.34,101.22,0.0,5.4374,2.88,30.4439168,30.9707264
2008-10-04,38.86,19.56,10.18,101.13,0.0,5.5164,2.39,30.4439168,30.9707264
2008-10-05,38.48,20.84,11.53,101.22,0.0,4.7993,3.0,30.4439168,30.9707264
2008-10-06,35.18,20.77,12.21,101.42,0.0,5.3448,3.18,30.4439168,30.9707264
2008-10-07,32.89,19.78,10.63,101.29,0.0,5.4833,2.67,30.4439168,30.9707264
2008-10-08,31.87,17.92,9.22,101.24,0.0,5.7096,2.28,30.4439168,30.9707264
2008-10-09,31.25,18.0,9.55,101.33,0.0,5.3546,2.71,30.4439168,30.9707264
2008-10-10,31.57,17.25,9.55,101.48,0.0,5.5243,2.85,30.4439168,30.9707264
2008-10-11,31.44,19.06,9.41,101.3,0.14,5.3153,3.08,30.4439168,30.9707264
2008-10-12,29.57,17.44,8.45,100.87,0.61,4.7722,1.7,30.4439168,30.9707264
2008-10-13,31.23,18.0,8.23,100.95,0.0,5.1108,1.16,30.4439168,30.9707264
2008-10-14,30.92,18.17,11.9,101.08,12.39,3.1788,1.92,30.4439168,30.9707264
2008-10-15,29.69,16.23,9.74,101.51,0.0,5.4319,2.15,30.4439168,30.9707264
2008-10-16,28.75,16.75,10.34,101.52,0.02,5.0335,2.27,30.4439168,30.9707264
2008-10-17,29.99,16.65,10.08,101.27,0.0,4.9382,2.09,30.4439168,30.9707264
